identifier	file	preferred_term	category	query	match_type	ontology_id	ontology	ontology_label	matched_term	standard_label_needed	missing_exact_synonyms	confidence	recommended_action
UNMAPPED_0544	data/ingredients/unmapped/Todd_Hewitt_Broth.yaml	Todd Hewitt Broth	UNKNOWN	Todd Hewitt Broth	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0545	data/ingredients/unmapped/Tomato_Extract.yaml	Tomato extract	UNKNOWN	Tomato extract|Tomato Extract	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0550	data/ingredients/unmapped/Trace_Metal_Solution.yaml	Trace metal solution	COMPLEX_MIXTURE	Trace metal solution|Trace Metal Solution	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0029	data/ingredients/unmapped/Trace_Metals_Solution.yaml	Trace Metals Solution	COMPLEX_MIXTURE	Trace Metals Solution	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0551	data/ingredients/unmapped/Trace_Mineral_Solution.yaml	Trace mineral solution	SIMPLE_CHEMICAL	Trace mineral solution|Trace Mineral Solution	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0552	data/ingredients/unmapped/Trace_Minerals.yaml	Trace minerals	INCOMPLETE	Trace minerals	SYNONYM_EXACT	mesh:D014131	mesh	Trace Elements	Trace Minerals	true	Trace Elements|Trace minerals	medium	candidate_map_exact_synonym
UNMAPPED_0553	data/ingredients/unmapped/Trace_Minerals_See_Medium_No_151.yaml	Trace minerals see Medium No. 151	COMPLEX_MIXTURE	Trace minerals see Medium No. 151|Trace Minerals See Medium No 151	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0554	data/ingredients/unmapped/Trace_Minerals_See_Medium_No_197.yaml	Trace minerals see Medium No. 197	COMPLEX_MIXTURE	Trace minerals see Medium No. 197|Trace Minerals See Medium No 197	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0555	data/ingredients/unmapped/Trace_Vitamins_Solution_See_Medium_No_284.yaml	Trace vitamins solution see Medium No. 284	COMPLEX_MIXTURE	Trace vitamins solution see Medium No. 284|Trace Vitamins Solution See Medium No 284	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0595	data/ingredients/unmapped/Trans-styrylacetic_Acid.yaml	trans-styrylacetic acid	UNKNOWN	trans-styrylacetic acid|Trans-styrylacetic Acid	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0620	data/ingredients/unmapped/Tris_Base_(buffer).yaml	Tris base (buffer)	UNKNOWN	Tris base	SYNONYM_EXACT	CHEBI:9754	chebi	tris	Tris base	true	tris|Tris base|Tris base (buffer)	medium	candidate_map_exact_synonym
UNMAPPED_0557	data/ingredients/unmapped/Trypticase_Soy_Agar.yaml	Trypticase soy agar	UNKNOWN	Trypticase soy agar|Trypticase Soy Agar	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0252	data/ingredients/unmapped/Trypticase_Soy_Broth.yaml	Trypticase soy broth	UNKNOWN	Trypticase soy broth|Trypticase Soy Broth	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0558	data/ingredients/unmapped/Tryptone_Peptone.yaml	Tryptone peptone	UNKNOWN	Tryptone peptone|Tryptone Peptone	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0138	data/ingredients/unmapped/Tryptone_Soya_Broth_(Oxoid).yaml	Tryptone soya broth (Oxoid)	UNKNOWN	Tryptone soya broth (Oxoid)|Tryptone Soya Broth (Oxoid)|Tryptone soya broth	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0560	data/ingredients/unmapped/Tryptose-phosphate.yaml	Tryptose-phosphate	SIMPLE_CHEMICAL	Tryptose-phosphate	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0561	data/ingredients/unmapped/Tryptose-phosphate_Broth.yaml	Tryptose-phosphate broth	UNKNOWN	Tryptose-phosphate broth|Tryptose-phosphate Broth	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0562	data/ingredients/unmapped/Tween.yaml	Tween	UNKNOWN	Tween	SYNONYM_EXACT	mesh:D011136	mesh	Polysorbates	Tween	true	Polysorbates|Tween	medium	candidate_map_exact_synonym
UNMAPPED_0255	data/ingredients/unmapped/UW_Concentrated_Base.yaml	UW concentrated base	SIMPLE_CHEMICAL	UW concentrated base|UW Concentrated Base	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0260	data/ingredients/unmapped/UW_Concentrated_Base_No_Mo.yaml	UW concentrated base no Mo	SIMPLE_CHEMICAL	UW concentrated base no Mo|UW Concentrated Base No Mo	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0289	data/ingredients/unmapped/UW_Concentrated_Base_No_Sulfur.yaml	UW concentrated base no sulfur	SIMPLE_CHEMICAL	UW concentrated base no sulfur|UW Concentrated Base No Sulfur	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0564	data/ingredients/unmapped/V8_Canned_Vegetable_Juice.yaml	V8 canned vegetable juice	SIMPLE_CHEMICAL	V8 canned vegetable juice|V8 Canned Vegetable Juice	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0574	data/ingredients/unmapped/VOSO4_X_H2O.yaml	VOSO4 x H2O	SIMPLE_CHEMICAL	VOSO4 x H2O|VOSO4 X H2O	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0565	data/ingredients/unmapped/Vancomycin_X_HCl.yaml	Vancomycin x HCl	SIMPLE_CHEMICAL	Vancomycin x HCl|Vancomycin X HCl	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0566	data/ingredients/unmapped/Veal_Infusion_Broth.yaml	Veal infusion broth	UNKNOWN	Veal infusion broth|Veal Infusion Broth	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0204	data/ingredients/unmapped/Vitafiber.yaml	Vitafiber	UNKNOWN	Vitafiber	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0214	data/ingredients/unmapped/Vitagos_5650.yaml	Vitagos 5650	UNKNOWN	Vitagos 5650	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0005	data/ingredients/unmapped/Vitamin_B.yaml	Vitamin B	COMPLEX_MIXTURE	Vitamin B12	LABEL_EXACT	CHEBI:176843	chebi	vitamin B12	vitamin B12	true	Vitamin B	high	candidate_map_exact_label
UNMAPPED_0005	data/ingredients/unmapped/Vitamin_B.yaml	Vitamin B	COMPLEX_MIXTURE	Vitamin B	SYNONYM_EXACT	CHEBI:75769	chebi	B vitamin	vitamin B	true	B vitamin|Vitamin B	medium	candidate_map_exact_synonym
UNMAPPED_0005	data/ingredients/unmapped/Vitamin_B.yaml	Vitamin B	COMPLEX_MIXTURE	Vitamin B	SYNONYM_EXACT	NCIT:C45812	ncit	B Vitamin	Vitamin B	true	B Vitamin|Vitamin B	medium	candidate_map_exact_synonym
UNMAPPED_0005	data/ingredients/unmapped/Vitamin_B.yaml	Vitamin B	COMPLEX_MIXTURE	Vitamin B12	SYNONYM_EXACT	NCIT:C173805	ncit	Mecobalamin	Vitamin B12	true	Mecobalamin|Vitamin B	medium	candidate_map_exact_synonym
UNMAPPED_0005	data/ingredients/unmapped/Vitamin_B.yaml	Vitamin B	COMPLEX_MIXTURE	Vitamin B12	SYNONYM_EXACT	NCIT:C64817	ncit	Vitamin B12 Measurement	Vitamin B12	true	Vitamin B12 Measurement|Vitamin B	medium	candidate_map_exact_synonym
UNMAPPED_0621	data/ingredients/unmapped/Vitamin_B12_(cyanocobalamin).yaml	Vitamin B12 (cyanocobalamin)	COMPLEX_MIXTURE	Vitamin B12	LABEL_EXACT	CHEBI:176843	chebi	vitamin B12	vitamin B12	true	vitamin B12|Vitamin B12 (cyanocobalamin)	high	candidate_map_exact_label
UNMAPPED_0621	data/ingredients/unmapped/Vitamin_B12_(cyanocobalamin).yaml	Vitamin B12 (cyanocobalamin)	COMPLEX_MIXTURE	Vitamin B12	SYNONYM_EXACT	NCIT:C173805	ncit	Mecobalamin	Vitamin B12	true	Mecobalamin|Vitamin B12|Vitamin B12 (cyanocobalamin)	medium	candidate_map_exact_synonym
UNMAPPED_0621	data/ingredients/unmapped/Vitamin_B12_(cyanocobalamin).yaml	Vitamin B12 (cyanocobalamin)	COMPLEX_MIXTURE	Vitamin B12	SYNONYM_EXACT	NCIT:C64817	ncit	Vitamin B12 Measurement	Vitamin B12	true	Vitamin B12 Measurement|Vitamin B12|Vitamin B12 (cyanocobalamin)	medium	candidate_map_exact_synonym
UNMAPPED_0621	data/ingredients/unmapped/Vitamin_B12_(cyanocobalamin).yaml	Vitamin B12 (cyanocobalamin)	COMPLEX_MIXTURE	Vitamin B12	SYNONYM_EXACT	NCIT:C939	ncit	Cobalamin	Vitamin B12	true	Cobalamin|Vitamin B12|Vitamin B12 (cyanocobalamin)	medium	candidate_map_exact_synonym
UNMAPPED_0621	data/ingredients/unmapped/Vitamin_B12_(cyanocobalamin).yaml	Vitamin B12 (cyanocobalamin)	COMPLEX_MIXTURE	Vitamin B12	SYNONYM_EXACT	NCIT:C64333	ncit	Cyanocobalamin	Vitamin B12	true	Cyanocobalamin|Vitamin B12|Vitamin B12 (cyanocobalamin)	medium	candidate_map_exact_synonym
UNMAPPED_0567	data/ingredients/unmapped/Vitamin_B12_Solution_See_Medium_No_403.yaml	Vitamin B12 solution see Medium No. 403	COMPLEX_MIXTURE	Vitamin B12 solution see Medium No. 403|Vitamin B12 Solution See Medium No 403	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0570	data/ingredients/unmapped/Vitamine_B12.yaml	Vitamine B12	COMPLEX_MIXTURE	Vitamine B12	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0572	data/ingredients/unmapped/Vitamins-solution.yaml	Vitamins-solution	COMPLEX_MIXTURE	Vitamins-solution	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0571	data/ingredients/unmapped/Vitamins_Solution.yaml	Vitamins solution	COMPLEX_MIXTURE	Vitamins solution|Vitamins Solution	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0573	data/ingredients/unmapped/Vitox.yaml	Vitox	UNKNOWN	Vitox	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0072	data/ingredients/unmapped/Volvox_Medium.yaml	Volvox Medium	COMPLEX_MIXTURE	Volvox Medium	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0222	data/ingredients/unmapped/Wako_Isomaltooligosaccharides.yaml	Wako Isomaltooligosaccharides	UNKNOWN	Wako Isomaltooligosaccharides	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0063	data/ingredients/unmapped/Waris_Medium.yaml	Waris Medium	COMPLEX_MIXTURE	Waris Medium	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0575	data/ingredients/unmapped/Water_Distilled_Or_Tapwater.yaml	water distilled or tapwater	UNKNOWN	water distilled or tapwater|Water Distilled Or Tapwater	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0576	data/ingredients/unmapped/Wheat_Grains.yaml	Wheat Grains	UNKNOWN	Wheat Grains	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0577	data/ingredients/unmapped/Whole_Egg.yaml	Whole egg	UNKNOWN	Whole egg|Whole Egg	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0579	data/ingredients/unmapped/Wilkins-Chalgren-Anaerobe-Broth.yaml	Wilkins-Chalgren-Anaerobe-Broth	UNKNOWN	Wilkins-Chalgren-Anaerobe-Broth	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0578	data/ingredients/unmapped/Wilkins_Chalgrene_Anaerobe_Broth.yaml	Wilkins Chalgrene Anaerobe Broth	UNKNOWN	Wilkins Chalgrene Anaerobe Broth	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0315	data/ingredients/unmapped/Wolfes_Mineral_Mix.yaml	Wolfe's mineral mix	UNKNOWN	Wolfe's mineral mix|Wolfes Mineral Mix	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0267	data/ingredients/unmapped/Wolfes_Mineral_Mix_minus_Nitrilotriacetic_acid.yaml	Wolfe's mineral mix_minus_Nitrilotriacetic_acid	UNKNOWN	Wolfe's mineral mix_minus_Nitrilotriacetic_acid|Wolfe's mineral mix minus Nitrilotriacetic acid|Wolfes Mineral Mix minus Nitrilotriacetic acid	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0306	data/ingredients/unmapped/Wolfes_Vitamin_Mix.yaml	Wolfe's vitamin mix	COMPLEX_MIXTURE	Wolfe's vitamin mix|Wolfes Vitamin Mix	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0580	data/ingredients/unmapped/X10_Jamarin_S.yaml	X10 Jamarin S	SIMPLE_CHEMICAL	X10 Jamarin S	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0623	data/ingredients/unmapped/Xylan_(hemicellulose_Substrate).yaml	Xylan (hemicellulose substrate)	UNKNOWN	Xylan	LABEL_EXACT	CHEBI:37166	chebi	xylan	xylan	true	xylan|Xylan (hemicellulose substrate)	high	candidate_map_exact_label
UNMAPPED_0623	data/ingredients/unmapped/Xylan_(hemicellulose_Substrate).yaml	Xylan (hemicellulose substrate)	UNKNOWN	Xylan	SYNONYM_EXACT	MICRO:0000956	micro	xylan fermentation assay	xylan	true	xylan fermentation assay|xylan|Xylan (hemicellulose substrate)	medium	candidate_map_exact_synonym
UNMAPPED_0623	data/ingredients/unmapped/Xylan_(hemicellulose_Substrate).yaml	Xylan (hemicellulose substrate)	UNKNOWN	Xylan	SYNONYM_EXACT	MICRO:0003188	micro	xylan assimilation assay	xylan	true	xylan assimilation assay|xylan|Xylan (hemicellulose substrate)	medium	candidate_map_exact_synonym
UNMAPPED_0623	data/ingredients/unmapped/Xylan_(hemicellulose_Substrate).yaml	Xylan (hemicellulose substrate)	UNKNOWN	Xylan	SYNONYM_EXACT	mesh:D014990	mesh	Xylans	Xylan	true	Xylans|Xylan|Xylan (hemicellulose substrate)	medium	candidate_map_exact_synonym
UNMAPPED_0174	data/ingredients/unmapped/Xyloglucan_(heptaoctanona_Saccharides).yaml	Xyloglucan (hepta+octa+nona saccharides)	UNKNOWN	Xyloglucan	LABEL_EXACT	CHEBI:18233	chebi	xyloglucan	xyloglucan	true	xyloglucan|Xyloglucan (hepta+octa+nona saccharides)	high	candidate_map_exact_label
UNMAPPED_0174	data/ingredients/unmapped/Xyloglucan_(heptaoctanona_Saccharides).yaml	Xyloglucan (hepta+octa+nona saccharides)	UNKNOWN	Xyloglucan	LABEL_EXACT	mesh:C029353	mesh	xyloglucan	xyloglucan	true	xyloglucan|Xyloglucan (hepta+octa+nona saccharides)	high	candidate_map_exact_label
UNMAPPED_0583	data/ingredients/unmapped/YM_Broth.yaml	YM broth	SIMPLE_CHEMICAL	YM broth|YM Broth	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0208	data/ingredients/unmapped/Yacontrol_(Yacon_Root_Syrup).yaml	Yacontrol (Yacon root syrup)	UNKNOWN	Yacontrol (Yacon root syrup)|Yacontrol (Yacon Root Syrup)|Yacontrol	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0581	data/ingredients/unmapped/Yeast_Cell_Paste.yaml	Yeast cell paste	UNKNOWN	Yeast cell paste|Yeast Cell Paste	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0290	data/ingredients/unmapped/ZMB.yaml	ZMB	SIMPLE_CHEMICAL	ZMB	SYNONYM_EXACT	NCIT:C17267	ncit	Zambia	ZMB	true	Zambia|ZMB	medium	candidate_map_exact_synonym
UNMAPPED_0272	data/ingredients/unmapped/ZMB_ALS.yaml	ZMB_ALS	SIMPLE_CHEMICAL	ZMB_ALS|ZMB ALS	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0150	data/ingredients/unmapped/Zinc-NTA.yaml	Zinc-NTA	SIMPLE_CHEMICAL	Zinc-NTA	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0587	data/ingredients/unmapped/Α-D-Glucose_Monohydrate.yaml	α-D-Glucose monohydrate	UNKNOWN	α-D-Glucose monohydrate|Α-D-Glucose Monohydrate|alpha-D-Glucose monohydrate|alpha-D-Glucose Monohydrate|α-D-Glucose mono	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
