bucket	label	occurrences	recipes	folded	mim_identifier	mim_label	culturemech_reason
ALIAS	EDTA•2Na	1	1	edta 2na	CHEBI:64734	EDTA 2Na	label not found in pinned MIM index and no usable local identity
ALIAS	Ethyl octanoate	1	1	ethyl octanoate	CHEBI:87426	Ethyl octanoate	label not found in pinned MIM index and no usable local identity
ALIAS	Eugon agar (BD-Difco)	1	1	eugon agar	MICRO:0001358	Eugon agar	label not found in pinned MIM index and no usable local identity
ALIAS	Fatty acid mixture (see below)	1	1	fatty acid mixture	CHEBI:35366	Fatty acid mixture	label not found in pinned MIM index and no usable local identity
ALIAS	Fe(III)-EDTA (0.66% [wt/vol] in water)	1	1	fe iii edta	CHEBI:30729	Fe(III)-EDTA	label not found in pinned MIM index and no usable local identity
ALIAS	Fe(III)-citrate (19% Fe)	1	1	fe iii citrate	CHEBI:144421	Fe(III) citrate	label not found in pinned MIM index and no usable local identity
ALIAS	Fe(NH4)2(SO4)2.6H2O	1	1	fe nh4 2 so4 2 6h2o	CHEBI:76181	Fe(NH4)2(SO4)2 . 6H2O	label not found in pinned MIM index and no usable local identity
ALIAS	Fe3+	1	1	fe3	CHEBI:29034	Fe3+	label not found in pinned MIM index and no usable local identity
ALIAS	FeCl3 (25mM)	1	1	fecl3	CHEBI:30808	[FeCl3]	label not found in pinned MIM index and no usable local identity
ALIAS	FeSO4 (0.02 M)	1	1	feso4	CHEBI:75832	FeSO4	label not found in pinned MIM index and no usable local identity
ALIAS	Fetal Bovine Serum (ATCC 30-2020)	1	1	fetal bovine serum	NCIT:C113696	Fetal bovine serum	label not found in pinned MIM index and no usable local identity
ALIAS	Fe·EDTA	1	1	fe edta	CHEBI:30729	FE EDTA	label not found in pinned MIM index and no usable local identity
ALIAS	Fresh Baker’s Yeast Extract	1	1	fresh baker s yeast extract	FOODON:03315426	Fresh Baker's Yeast Extract	label not found in pinned MIM index and no usable local identity
ALIAS	Gellan Gum (Phytagel)	1	1	gellan gum	CHEBI:85248	Gellan Gum	label not found in pinned MIM index and no usable local identity
ALIAS	Gellan Gum (if needed)	1	1	gellan gum	CHEBI:85248	Gellan Gum	label not found in pinned MIM index and no usable local identity
ALIAS	Glucose (50%)	1	1	glucose	CHEBI:17234	Glucose	label not found in pinned MIM index and no usable local identity
ALIAS	Glycerol (anhydrous)	1	1	glycerol anhydrous	CHEBI:17754	Glycerol anhydrous	label not found in pinned MIM index and no usable local identity
ALIAS	H2SO4 (0.1 N)	1	1	h2so4	CHEBI:26836	H2SO4	label not found in pinned MIM index and no usable local identity
ALIAS	HCl (25% or 7.7 M)	1	1	hcl	CHEBI:17883	[HCl]	label not found in pinned MIM index and no usable local identity
ALIAS	HCl (25% v/ v)	1	1	hcl	CHEBI:17883	[HCl]	label not found in pinned MIM index and no usable local identity
ALIAS	HCl (25%, 7.7 M)	1	1	hcl	CHEBI:17883	[HCl]	label not found in pinned MIM index and no usable local identity
ALIAS	HEPES (10mM)	1	1	hepes	CHEBI:42334	HEPES	label not found in pinned MIM index and no usable local identity
ALIAS	Heart Infusion Agar (BD 211065)	1	1	heart infusion agar	MICRO:0000567	heart infusion agar	label not found in pinned MIM index and no usable local identity
ALIAS	Heart Infusion Agar (Difco)	1	1	heart infusion agar	MICRO:0000567	heart infusion agar	label not found in pinned MIM index and no usable local identity
ALIAS	Heart infusion agar (Eiken)	1	1	heart infusion agar	MICRO:0000567	heart infusion agar	label not found in pinned MIM index and no usable local identity
ALIAS	Hemin (0.1% in 0.05 N NaOH)	1	1	hemin	CHEBI:50385	Hemin	label not found in pinned MIM index and no usable local identity
ALIAS	Hemin solution (see below)	1	1	hemin solution	MICRO:0001598	hemin solution	label not found in pinned MIM index and no usable local identity
ALIAS	Hemoglobin	1	1	hemoglobin	CHEBI:5656	Hemoglobin	label not found in pinned MIM index and no usable local identity
ALIAS	Horse Serum (Gibco)*	1	1	horse serum	MICRO:0001235	Horse serum	label not found in pinned MIM index and no usable local identity
ALIAS	Horse Serum (RM1239)	1	1	horse serum	MICRO:0001235	Horse serum	label not found in pinned MIM index and no usable local identity
ALIAS	Horse Serum (not inactivated)	1	1	horse serum	MICRO:0001235	Horse serum	label not found in pinned MIM index and no usable local identity
ALIAS	Horse serum (Invitrogen)	1	1	horse serum	MICRO:0001235	Horse serum	label not found in pinned MIM index and no usable local identity
ALIAS	Horse serum (Oxoid)	1	1	horse serum	MICRO:0001235	Horse serum	label not found in pinned MIM index and no usable local identity
ALIAS	IPTG	1	1	iptg	CHEBI:61448	IPTG	label not found in pinned MIM index and no usable local identity
ALIAS	KH2PO4 (0.4 g/l)	1	1	kh2po4	CHEBI:63036	KH2PO4	label not found in pinned MIM index and no usable local identity
ALIAS	KH2PO4 (7% w/v)	1	1	kh2po4	CHEBI:63036	KH2PO4	label not found in pinned MIM index and no usable local identity
ALIAS	KI (0.01% w/v)	1	1	ki	CHEBI:8346	KI	label not found in pinned MIM index and no usable local identity
ALIAS	L-Cysteine . HCl . H2O	1	1	l cysteine hcl h2o	CHEBI:91248	L--Cysteine HCl H2O	label not found in pinned MIM index and no usable local identity
ALIAS	L-Cysteine•HCl•H2O	1	1	l cysteine hcl h2o	CHEBI:91248	L--Cysteine HCl H2O	label not found in pinned MIM index and no usable local identity
ALIAS	L-cysteine (Sigma)	1	1	l cysteine	CHEBI:17561	L-Cysteine	label not found in pinned MIM index and no usable local identity
ALIAS	L-cysteine · HCl	1	1	l cysteine hcl	CHEBI:91247	L--cysteine・HCl	label not found in pinned MIM index and no usable local identity
ALIAS	Legionella agar enrichment (BD-Difco)	1	1	legionella agar enrichment	kgmicrobe.ingredient:legionella_agar_enrichment	Legionella agar enrichment	label not found in pinned MIM index and no usable local identity
ALIAS	Liver extract (see below)	1	1	liver extract	MICRO:0001363	Liver extract	label not found in pinned MIM index and no usable local identity
ALIAS	MH agar	1	1	mh agar	MICRO:0001328	MH agar	label not found in pinned MIM index and no usable local identity
ALIAS	MOPS buffer (SIGMA)	1	1	mops buffer	CHEBI:44115	MOPS buffer	label not found in pinned MIM index and no usable local identity
ALIAS	MRS agar (Oxoid)	1	1	mrs agar	MICRO:0000554	MRS agar	label not found in pinned MIM index and no usable local identity
ALIAS	Marine Broth  (MB) 2216  (Difco)	1	1	marine broth 2216	kgmicrobe.ingredient:marine_broth_2216	Marine Broth  (MB) 2216  (Difco)	label not found in pinned MIM index and no usable local identity
ALIAS	Marine Broth 2216 (BD 279110)	1	1	marine broth 2216	kgmicrobe.ingredient:marine_broth_2216	Marine Broth  (MB) 2216  (Difco)	label not found in pinned MIM index and no usable local identity
ALIAS	Marine Broth 2216 (BD--Difco)	1	1	marine broth 2216	kgmicrobe.ingredient:marine_broth_2216	Marine Broth  (MB) 2216  (Difco)	label not found in pinned MIM index and no usable local identity
ALIAS	Marine Broth 2216 (BD-Difco)	1	1	marine broth 2216	kgmicrobe.ingredient:marine_broth_2216	Marine Broth  (MB) 2216  (Difco)	label not found in pinned MIM index and no usable local identity
ALIAS	Metals ''44'' (see below)	1	1	metals 44	MICRO:0000456	"\""Metals 44\"""	label not found in pinned MIM index and no usable local identity
ALIAS	Methanol (10%)	1	1	methanol	CHEBI:17790	Methanol	label not found in pinned MIM index and no usable local identity
ALIAS	Methanol**	1	1	methanol	CHEBI:17790	Methanol	label not found in pinned MIM index and no usable local identity
ALIAS	Methylphosphonic acid	1	1	methylphosphonic acid	CHEBI:45129	Methylphosphonic acid	label not found in pinned MIM index and no usable local identity
ALIAS	Meticillin	1	1	meticillin	CHEBI:6827	Meticillin	label not found in pinned MIM index and no usable local identity
ALIAS	MgCl2•6H2O	1	1	mgcl2 6h2o	CHEBI:86345	MgCl2 . 6H2O	label not found in pinned MIM index and no usable local identity
ALIAS	MgSO 7H O	1	1	mgso 7h o	CHEBI:32599	MgSO .7H O	label not found in pinned MIM index and no usable local identity
ALIAS	Micronutrients	1	1	micronutrients	CHEBI:27027	Micronutrients	label not found in pinned MIM index and no usable local identity
ALIAS	Middlebrook 7H10 Agar (Difco)	1	1	middlebrook 7h10 agar	NCIT:C85509	Middlebrook 7H10 agar	label not found in pinned MIM index and no usable local identity
ALIAS	Mineral solution (see Medium No. 976	1	1	mineral solution see medium no 976	kgmicrobe.ingredient:mineral_solution_see_medium_no_976	Mineral solution (see Medium No. 976	label not found in pinned MIM index and no usable local identity
ALIAS	Minerals	1	1	minerals	CHEBI:46662	Minerals	label not found in pinned MIM index and no usable local identity
ALIAS	MnSO4 (0.01 M)	1	1	mnso4	CHEBI:86360	MnSO4	label not found in pinned MIM index and no usable local identity
ALIAS	MnSO4・xH2O	1	1	mnso4 xh2o	CHEBI:86360	MnSO4・xH2O	MIM label is chemically ambiguous; failed closed
ALIAS	Modified trace vitamins (see below)	1	1	modified trace vitamins	kgmicrobe.ingredient:modified_trace_vitamins	Modified trace vitamins	label not found in pinned MIM index and no usable local identity
ALIAS	Mycobactin J	1	1	mycobactin j	CHEBI:205364	Mycobactin J	label not found in pinned MIM index and no usable local identity
ALIAS	N-acetylglucosamine (Sigma)	1	1	n acetylglucosamine	CHEBI:59640	N-Acetylglucosamine	label not found in pinned MIM index and no usable local identity
ALIAS	NAD (Sigma)	1	1	nad	CHEBI:15846	NAD	label not found in pinned MIM index and no usable local identity
ALIAS	NH4Cl (1 M)	1	1	nh4cl	CHEBI:31206	NH4Cl	label not found in pinned MIM index and no usable local identity
ALIAS	NH4Cl (14% w/v)	1	1	nh4cl	CHEBI:31206	NH4Cl	label not found in pinned MIM index and no usable local identity
ALIAS	NH4OH	1	1	nh4oh	CHEBI:18219	NH4OH	label not found in pinned MIM index and no usable local identity
ALIAS	Na-ampicillin (may be omitted for pure cultures)	1	1	na ampicillin	CHEBI:34535	Na-ampicillin	label not found in pinned MIM index and no usable local identity
ALIAS	Na2CO3 (4 g/L)	1	1	na2co3	CHEBI:29377	Na2CO3	label not found in pinned MIM index and no usable local identity
ALIAS	Na2CO3 (anhydrous)	1	1	na2co3 anhydrous	CHEBI:29377	Na2CO3 anhydrous	label not found in pinned MIM index and no usable local identity
ALIAS	Na2MoO4 (0.01 M)	1	1	na2moo4	CHEBI:75215	Na2MoO4	label not found in pinned MIM index and no usable local identity
ALIAS	Na2S-9H2O	1	1	na2s 9h2o	CHEBI:76209	Na2S . 9H2O	label not found in pinned MIM index and no usable local identity
ALIAS	Na2WO4 (10 mM)	1	1	na2wo4	CHEBI:63940	Na2WO4	label not found in pinned MIM index and no usable local identity
ALIAS	Na2WO4•2H2O	1	1	na2wo4 2h2o	CHEBI:63939	Na2WO4 . 2H2O	label not found in pinned MIM index and no usable local identity
ALIAS	NaHCO3 (1 M)	1	1	nahco3	CHEBI:32139	NaHCO3	label not found in pinned MIM index and no usable local identity
ALIAS	NaHCO3 (3% (w/v))	1	1	nahco3	CHEBI:32139	NaHCO3	label not found in pinned MIM index and no usable local identity
ALIAS	NaHCO3 (5%, w/v)	1	1	nahco3	CHEBI:32139	NaHCO3	label not found in pinned MIM index and no usable local identity
ALIAS	NaHCO3 (7.5% w/v in water)	1	1	nahco3	CHEBI:32139	NaHCO3	label not found in pinned MIM index and no usable local identity
ALIAS	NaOH (0.38 M)	1	1	naoh	CHEBI:32145	NaOH	label not found in pinned MIM index and no usable local identity
ALIAS	Nicotinamide (Niacinamide)	1	1	nicotinamide	CHEBI:17154	Nicotinamide	label not found in pinned MIM index and no usable local identity
ALIAS	Nicotine (Fluka)	1	1	nicotine	CHEBI:18723	nicotine	label not found in pinned MIM index and no usable local identity
ALIAS	Nutrient Broth (BD cat 234000)	1	1	nutrient broth	MICRO:0000082	nutrient broth	label not found in pinned MIM index and no usable local identity
ALIAS	Nutrient Broth (Difco)	1	1	nutrient broth	MICRO:0000082	nutrient broth	label not found in pinned MIM index and no usable local identity
ALIAS	Nutrient broth (BD Difco)	1	1	nutrient broth	MICRO:0000082	nutrient broth	label not found in pinned MIM index and no usable local identity
ALIAS	Nutrient broth (BD-Difco)	1	1	nutrient broth	MICRO:0000082	nutrient broth	label not found in pinned MIM index and no usable local identity
ALIAS	Nutrient broth (NB) (Difco)	1	1	nutrient broth	MICRO:0000082	nutrient broth	label not found in pinned MIM index and no usable local identity
ALIAS	O-Phospho-L-serine	1	1	o phospho l serine	CHEBI:15811	O-Phospho-L-serine	label not found in pinned MIM index and no usable local identity
ALIAS	OADC Enrichment (Difco)	1	1	oadc enrichment	kgmicrobe.ingredient:oadc_enrichment	OADC Enrichment	label not found in pinned MIM index and no usable local identity
ALIAS	PIPES buffer (Sigma)	1	1	pipes buffer	kgmicrobe.ingredient:pipes_buffer	PIPES buffer	label not found in pinned MIM index and no usable local identity
ALIAS	Pancreatic Digest of Gelatin (Hardy C6540)	1	1	pancreatic digest of gelatin	MICRO:0000466	pancreatic digest of gelatin	label not found in pinned MIM index and no usable local identity
ALIAS	Penicillin G (Parke)	1	1	penicillin g	CHEBI:51765	Penicillin g	label not found in pinned MIM index and no usable local identity
ALIAS	Peptone (BBL)	1	1	peptone	MICRO:0000178	Peptone	label not found in pinned MIM index and no usable local identity
ALIAS	Phenol red (0.1% aqueous)	1	1	phenol red	CHEBI:31991	Phenol red	label not found in pinned MIM index and no usable local identity
ALIAS	Phenyl acetate	1	1	phenyl acetate	CHEBI:8082	Phenyl acetate	label not found in pinned MIM index and no usable local identity
ALIAS	Phytone peptone (BBL)	1	1	phytone peptone	FOODON:03315720	Phytone peptone	label not found in pinned MIM index and no usable local identity
ALIAS	Phytone peptone (BD-Difco)	1	1	phytone peptone	FOODON:03315720	Phytone peptone	label not found in pinned MIM index and no usable local identity
ALIAS	Polyethylene glycol (Mw 106-20000)	1	1	polyethylene glycol	CHEBI:46793	Polyethylene glycol	label not found in pinned MIM index and no usable local identity
ALIAS	Polypepton (Nihon Seiyaku)	1	1	polypepton	FOODON:03315306	Polypepton	label not found in pinned MIM index and no usable local identity
ALIAS	Polypeptone (BBL)	1	1	polypeptone	FOODON:03315306	Polypeptone	label not found in pinned MIM index and no usable local identity
ALIAS	Potassium phosphate buffer (0.01 M, pH 7.2)	1	1	potassium phosphate buffer	kgmicrobe.ingredient:potassium_phosphate_buffer	Potassium phosphate buffer	label not found in pinned MIM index and no usable local identity
ALIAS	Potassium phosphate buffer (0.02 M, pH 7.0)	1	1	potassium phosphate buffer	kgmicrobe.ingredient:potassium_phosphate_buffer	Potassium phosphate buffer	label not found in pinned MIM index and no usable local identity
ALIAS	Potassium phosphate buffer (1 M, pH 7.1)	1	1	potassium phosphate buffer	kgmicrobe.ingredient:potassium_phosphate_buffer	Potassium phosphate buffer	label not found in pinned MIM index and no usable local identity
ALIAS	Potassium phosphate buffer* (see below)	1	1	potassium phosphate buffer	kgmicrobe.ingredient:potassium_phosphate_buffer	Potassium phosphate buffer	label not found in pinned MIM index and no usable local identity
ALIAS	Proteose peptone (BD Difico)	1	1	proteose peptone	MICRO:0000180	Proteose Peptone	label not found in pinned MIM index and no usable local identity
ALIAS	Pyridoxal・HCl	1	1	pyridoxal hcl	CHEBI:131529	Pyridoxal HCl	label not found in pinned MIM index and no usable local identity
ALIAS	Pyridoxamine . 2HCl	1	1	pyridoxamine 2hcl	CHEBI:131532	Pyridoxamine . 2HCl	label not found in pinned MIM index and no usable local identity
ALIAS	Pyridoxamine・2HCl	1	1	pyridoxamine 2hcl	CHEBI:131532	Pyridoxamine . 2HCl	label not found in pinned MIM index and no usable local identity
ALIAS	Pyridoxamine・HCl	1	1	pyridoxamine hcl	CHEBI:131531	Pyridoxamine HCl	label not found in pinned MIM index and no usable local identity
ALIAS	Pyridoxine . HCl	1	1	pyridoxine hcl	CHEBI:30961	Pyridoxine . HCl	label not found in pinned MIM index and no usable local identity
ALIAS	Pyridoxine.HCL	1	1	pyridoxine hcl	CHEBI:30961	Pyridoxine . HCl	label not found in pinned MIM index and no usable local identity
ALIAS	Quinoline	1	1	quinoline	CHEBI:17362	Quinoline	label not found in pinned MIM index and no usable local identity
ALIAS	R2A agar (BD--Difco)	1	1	r2a agar	MICRO:0000543	R2A agar	label not found in pinned MIM index and no usable local identity
ALIAS	Reducing Agent	1	1	reducing agent	CHEBI:63247	Reducing Agent	label not found in pinned MIM index and no usable local identity
