identifier,ontology_id,preferred_term,mapping_status,ontology_label,ontology_source,mapping_quality,total_occurrences,media_count,synonyms
CHEBI:17148,CHEBI:17148,Putrescine,MAPPED,putrescine,CHEBI,EXACT_MATCH,8,8,"1,4-Butanediamine|1,4-DIAMINOBUTANE|1,4-butylenediamine|1,4-tetramethylenediamine|Butane-1,4-diamine|H2N(CH2)4NH2|Putrescin|Putreszin|Tetramethylendiamin|Tetramethylenediamine|butylenediamine|putrescina"
cas:333-93-7,CHEBI:201718,Putrescine Dihydrochloride,MAPPED,"1,4-Diaminobutane dihydrochloride",CHEBI,NARROW_MATCH,2,2,"Putrescine|Putrescine 2 HCl|butane-1,4-diamine;dihydrochloride"
CHEBI:8653,CHEBI:8653,Pyocyanin,MAPPED,pyocyanine,CHEBI,CAS_RN_LOOKUP,0,0,5-methylphenazin-5-ium-1-olate
CHEBI:45285,CHEBI:45285,Pyrazinamide,MAPPED,pyrazinecarboxamide,CHEBI,CAS_RN_LOOKUP,0,0,PYRAZINE-2-CARBOXAMIDE
CHEBI:131529,CHEBI:131529,Pyridoxal hydrochloride,MAPPED,pyridoxal hydrochloride,CHEBI,EXACT_MATCH,36,36,"2-Methyl-3-hydroxy-4-formyl-5-hydroxymethylpyridine hydrochloride|3-Hydroxy-5-(hydroxymethyl)-2-methylisonicotinaldehyde, hydrochloride|3-hydroxy-5-(hydroxymethyl)-2-methylpyridine-4-carbaldehyde hydrochloride|4-formyl-3-hydroxy-5-(hydroxymethyl)-2-methylpyridin-1-ium chloride|Pyridoxal HCl|Pyridoxal·HCl|Pyridoxal・HCl|pyridoxal-HCl (Sigma Aldrich)"
CHEBI:18405,CHEBI:18405,Pyridoxal phosphate,MAPPED,pyridoxal 5'-phosphate,CHEBI,EXACT_MATCH,10,10,(4-formyl-5-hydroxy-6-methylpyridin-3-yl)methyl dihydrogen phosphate|3-hydroxy-2-methyl-5-[(phosphonooxy)methyl]-4-pyridinecarboxaldehyde|3-hydroxy-5-(hydroxymethyl)-2-methylisonicotinaldehyde 5-phosphate|PLP|PYRIDOXAL-5'-PHOSPHATE|Phosphoric acid mono-(4-formyl-5-hydroxy-6-methyl-pyridin-3-ylmethyl) ester|Pyridoxal 5-phosphate|codecarboxylase|pyridoxal 5'-(dihydrogen phosphate)|pyridoxal 5-monophosphoric acid ester|pyridoxal-phosphate (Sigma Aldrich)
CHEBI:16410,CHEBI:16410,Pyridoxamine,MAPPED,pyridoxamine,CHEBI,EXACT_MATCH,55,55,4-(AMINOMETHYL)-5-(HYDROXYMETHYL)-2-METHYLPYRIDIN-3-OL
CHEBI:131532,CHEBI:131532,Pyridoxamine Dihydrochloride,MAPPED,pyridoxamine dihydrochloride,CHEBI,EXACT_MATCH,21,20,2-Methyl-3-hydroxy-4-aminomethyl-5-hydroxymethylpyridene dihydrochloride|4-(Aminomethyl)-5-hydroxy-6-methyl-3-pyridinemethanol dihydrochloride|4-(aminomethyl)-5-(hydroxymethyl)-2-methylpyridin-3-ol dihydrochloride|4-(azaniumylmethyl)-3-hydroxy-5-(hydroxymethyl)-2-methylpyridin-1-ium dichloride|Pyridoxamine dichlorohydrate|Pyridoxamine·2HCl|Pyridoxylamine dihydrochloride|pyridoxamine 2HCl|Pyridoxamine . 2HCl|Pyridoxamine・2HCl
CHEBI:131531,CHEBI:131531,Pyridoxamine hydrochloride,MAPPED,pyridoxamine hydrochloride,CHEBI,EXACT_MATCH,112,112,4-(Aminomethyl)-5-hydroxy-6-methyl-3-pyridinemethanol hydrochloride|4-(aminomethyl)-5-(hydroxymethyl)-2-methylpyridin-3-ol hydrochloride|Pyridoxamine HCl|Pyridoxamine-HCl|Pyridoxamine·HCl|[3-hydroxy-5-(hydroxymethyl)-2-methylpyridin-4-yl]methanaminium chloride|pyridoxamine monohydrochloride|Pyridoxamine・HCl
CHEBI:16709,CHEBI:16709,Pyridoxine,MAPPED,pyridoxine,CHEBI,EXACT_MATCH,61,61,"2-Methyl-3-hydroxy-4,5-dihydroxymethyl-pyridin|2-methyl-3-hydroxy-4,5-bis(hydroxymethyl)pyridine|2-methyl-3-hydroxy-4,5-di(hydroxymethyl)pyridine|2-methyl-3-hydroxy-4,5-dihydroxymethylpyridine|2-methyl-4,5-bis(hydroxymethyl)-3-hydroxypyridine|2-methyl-4,5-dimethylol-pyridin-3-ol|3-hydroxy-2-picoline-4,5-dimethanol|3-hydroxy-4,5-bis(hydroxymethyl)-2-methylpyridine|3-hydroxy-4,5-dimethylol-alpha-picoline|4,5-bis(hydroxymethyl)-2-methyl-pyridin-3-ol|4,5-bis(hydroxymethyl)-2-methylpyridin-3-ol|5-hydroxy-6-methyl-3,4-pyridinedimethanol|Pyridoxol|piridossina|pyridoxina|pyridoxinum|pyridoxolum|vitamin B6|Pyridoxin"
CHEBI:30961,CHEBI:30961,Pyridoxine hydrochloride,MAPPED,pyridoxine hydrochloride,CHEBI,EXACT_MATCH,2029,2027,"2-methyl-3-hydroxy-4,5-bis(hydroxymethyl)pyridine hydrochloride|3-hydroxy-4,5-dimethylol-alpha-picoline hydrochloride|4,5-bis(hydroxymethyl)-2-methylpyridin-3-ol hydrochloride|5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride|pyridoxol hydrochloride|Pyridoxine-HCl|Pyridoxine HCl|Pyridoxine·HCl|Pyridoxine・HCl|Pyridoxine-HCl (VitaminB6)|Pyridoxine-HCl (Vitamin B6)|Pyridoxine . HCl|Pyridoxine.HCL"
CHEBI:8673,CHEBI:8673,Pyrimethamine,MAPPED,pyrimethamine,CHEBI,EXACT_MATCH,0,0,"5-(4-chlorophenyl)-6-ethylpyrimidine-2,4-diamine"
CHEBI:86471,CHEBI:86471,Pyrite,MAPPED,pyrite,CHEBI,EXACT_MATCH,0,0,iron(2+) disulfide
CHEBI:18135,CHEBI:18135,Pyrocatechol,MAPPED,catechol,CHEBI,SYNONYM_MATCH,6,6,"1,2-Benzenediol|1,2-Dihydroxybenzene|2-hydroxyphenol|Brenzcatechin|alpha-hydroxyphenol|benzene-1,2-diol|o-Benzenediol|o-hydroxyphenol|pyrocatechin"
CHEBI:16164,CHEBI:16164,Pyrogallol,MAPPED,pyrogallol,CHEBI,EXACT_MATCH,0,0,"benzene-1,2,3-triol"
CHEBI:36751,CHEBI:36751,Pyrrole-2-carboxylic acid,MAPPED,pyrrole-2-carboxylic acid,CHEBI,EXACT_MATCH,19,19,1H-pyrrole-2-carboxylic acid
CHEBI:15361,CHEBI:15361,Pyruvate,MAPPED,pyruvate,CHEBI,EXACT_MATCH,30,30,2-oxopropanoate
CHEBI:32816,CHEBI:32816,Pyruvic acid,MAPPED,pyruvic acid,CHEBI,EXACT_MATCH,6,6,2-Oxopropanoic acid|2-Oxopropansaeure|2-Oxopropionsaeure|2-ketopropionic acid|Acetylformic acid|BTS|Brenztraubensaeure|CH3COCOOH|Pyroracemic acid|acide pyruvique|alpha-Oxopropionsaeure|alpha-ketopropionic acid
CHEBI:8692,CHEBI:8692,Quassin,MAPPED,Quassin,CHEBI,EXACT_MATCH,0,0,
CHEBI:111,CHEBI:111,Quebrachitol,MAPPED,(-)-Quebrachitol,CHEBI,CAS_RN_LOOKUP,0,0,
CHEBI:16243,CHEBI:16243,Quercetin,MAPPED,quercetin,CHEBI,EXACT_MATCH,0,0,"2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4H-chromen-4-one"
CHEBI:26493,CHEBI:26493,Quinic acid,MAPPED,quinic acid,CHEBI,EXACT_MATCH,11,11,
cas:6119-47-7,cas:6119-47-7,Quinine Hdrochloride,MAPPED,Quinine Hdrochloride,CAS,FALLBACK_REGISTRY,0,0,
MICRO:0001229,MICRO:0001229,Rabbit blood,MAPPED,rabbit blood,MICRO,EXACT_MATCH,9,9,Defibrinated rabbit blood
MICRO:0002392,MICRO:0002392,Rabbit serum,MAPPED,rabbit serum,MICRO,EXACT_MATCH,21,21,
CHEBI:139272,CHEBI:139272,rac-3-Hydroxypentanoic Acid,MAPPED,3-hydroxypentanoic acid,CHEBI,EXACT_MATCH,0,0,
kgmicrobe.compound:racemomycin_e,mesh:C019594,Racemomycin E,MAPPED,racemomycin,MESH,NARROW_MATCH,0,0,
CHEBI:556075,CHEBI:556075,Radicicol,MAPPED,radicicol,CHEBI,EXACT_MATCH,0,0,"(1aR,2Z,4E,14R,15aR)-8-chloro-9,11-dihydroxy-14-methyl-1a,14,15,15a-tetrahydro-6H-oxireno[e][2]benzoxacyclotetradecine-6,12(7H)-dione"
CHEBI:16634,CHEBI:16634,Raffinose,MAPPED,raffinose,CHEBI,EXACT_MATCH,8,8,6G-alpha-D-galactosylsucrose|D-raffinose (raffinose)|Gossypose|Melitose|Melitriose|alpha-D-Galp-(1->6)-alpha-D-Glcp-(1<->2)-beta-D-Fruf|alpha-D-galactopyranosyl-(1->6)-alpha-D-glucopyranosyl beta-D-fructofuranoside|beta-D-fructofuranosyl alpha-D-galactopyranosyl-(1->6)-alpha-D-glucopyranoside|rafinose|raflinose
CHEBI:29670,CHEBI:29670,Ramoplanin,MAPPED,Ramoplanin,CHEBI,EXACT_MATCH,0,0,
CHEBI:8806,CHEBI:8806,Resazurin,MAPPED,Resazurin,CHEBI,EXACT_MATCH,3671,3671,"Sodium resazurin|resazurin sodium salt|Sodium resazurin (0.1% w/v)|Resazurin (0,1%)|Resazurin (0.1%)|Resazurin (0.02%)|Resazurin (0.025%)|Resazurin (0.1% w/v in water)|Resazurin (1 mg/L)"
CHEBI:27881,CHEBI:27881,Resveratrol,MAPPED,resveratrol,CHEBI,EXACT_MATCH,0,0,"5-[2-(4-hydroxyphenyl)ethenyl]benzene-1,3-diol"
cas:39280-21-2,cas:39280-21-2,Rhamnogalacturonan from soy bean pectic fibre,MAPPED,Rhamnogalacturonan from soy bean pectic fibre,CAS,FALLBACK_REGISTRY,0,0,
cas:39280-21-2,cas:39280-21-2,Rhamnogalacturonan I from potato pectic fiber,MAPPED,Rhamnogalacturonan I from potato pectic fiber,CAS,FALLBACK_REGISTRY,0,0,
CHEBI:62570,CHEBI:62570,Rhamnolipid,MAPPED,2-O-alpha-L-rhamnosyl-alpha-L-rhamnosyl-3-hydroxydecanoyl-3-hydroxydecanoic acid,CHEBI,CAS_RN_LOOKUP,0,0,3-[(3-{[6-deoxy-2-O-(6-deoxy-alpha-L-mannopyranosyl)-alpha-L-mannopyranosyl]oxy}decanoyl)oxy]decanoic acid
cas:141-11-7,cas:141-11-7,Rhodinyl Acetate,MAPPED,Rhodinyl Acetate,CAS,FALLBACK_REGISTRY,0,0,
CHEBI:144215,CHEBI:144215,Rhodocladonic Acid,MAPPED,Rhodocladonic acid,CHEBI,EXACT_MATCH,0,0,
kgmicrobe.compound:rhodomycin_a,mesh:C004977,Rhodomycin A,MAPPED,rhodomycin,MESH,NARROW_MATCH,0,0,
CHEBI:17015,CHEBI:17015,Riboflavin,MAPPED,riboflavin,CHEBI,EXACT_MATCH,2123,2122,"1-deoxy-1-(7,8-dimethyl-2,4-dioxo-3,4-dihydrobenzo[g]pteridin-10(2H)-yl)-D-ribitol|1-deoxy-1-(7,8-dimethyl-2,4-dioxo-3,4-dihydrobenzo[g]pteridin-10(2H)-yl)pentitol|5-deoxy-5-(7,8-dimethyl-2,4-dioxo-3,4-dihydrobenzo[g]pteridin-10(2H)-yl)-D-ribitol|6,7-dimethyl-9-D-ribitylisoalloxazine|7,8-dimethyl-10-(D-ribo-2,3,4,5-tetrahydroxypentyl)benzo[g]pteridine-2,4(3H,10H)-dione|7,8-dimethyl-10-(D-ribo-2,3,4,5-tetrahydroxypentyl)isoalloxazine|7,8-dimethyl-10-[(2S,3S,4R)-2,3,4,5-tetrahydroxypentyl]benzo[g]pteridine-2,4(3H,10H)-dione|7,8-dimethyl-10-ribitylisoalloxazine|Aqua-Flave|Beflavin|Beflavine|Bisulase|Dermadram|E101|Fiboflavin|Flavaxin|Flavin Bb|Flaxain|Hyflavin|Riboflavine|Riboflavine (B2)|Riboflavin (Vitamine B2)|Riboflavin (Vitamin B2)|Riboflavin (0.2 mg/ml)|Riboflavin (see below)"
kgmicrobe.ingredient:ribonucleic_acid_from_torula_yeast_type_vi,CHEBI:33697,Ribonucleic acid from torula yeast type VI,MAPPED,ribonucleic acid,CHEBI,NARROW_MATCH,0,0,ribonucleic acids
CHEBI:33942,CHEBI:33942,Ribose,MAPPED,ribose,CHEBI,EXACT_MATCH,6,6,Rib|ribo-pentose
CHEBI:28077,CHEBI:28077,Rifampicin,MAPPED,rifampicin,CHEBI,EXACT_MATCH,3,3,"(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-{(E)-[(4-methylpiperazin-1-yl)imino]methyl}-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.1(4,7).0(5,28)]triaconta-1(28),1(29),2,4,9,19,21,25,27-nonaen-13-yl acetate|3-(((4-Methyl-1-piperazinyl)imino)methyl)rifamycin SV|RFP|Rifampin|rifamcin|rifampicina|rifampicinum"
kgmicrobe.compound:ristocetin_b,CHEBI:85129,Ristocetin B,MAPPED,ristocetin,CHEBI,NARROW_MATCH,0,0,
cas:5307-59-5,mesh:C105206,Robustic Acid,MAPPED,robustic acid,MESH,NARROW_MATCH,0,0,
CHEBI:144218,CHEBI:144218,Roccellic Acid,MAPPED,Roccellic acid,CHEBI,EXACT_MATCH,0,0,
FOODON:03307110,FOODON:03307110,Rolled oats,MAPPED,rolled oats,FOODON,EXACT_MATCH,9,9,
CHEBI:72346,CHEBI:72346,Roseoflavin,MAPPED,roseoflavin,CHEBI,EXACT_MATCH,0,0,"1-deoxy-1-[8-(dimethylamino)-7-methyl-2,4-dioxo-3,4-dihydrobenzo[g]pteridin-10(2H)-yl]-D-ribitol"
CHEBI:17226,CHEBI:17226,Rosmarinic acid,MAPPED,rosmarinic acid,CHEBI,EXACT_MATCH,0,0,"3-(3,4-dihydroxyphenyl)-2-[(2E)-3-(3,4-dihydroxyphenyl)prop-2-enoyloxy]propanoic acid"
CHEBI:77249,CHEBI:77249,Rosuvastatin calcium,MAPPED,rosuvastatin calcium,CHEBI,EXACT_MATCH,0,0,"calcium bis[(3R,5S,6E)-7-{4-(4-fluorophenyl)-6-isopropyl-2-[methyl(methylsulfonyl)amino]pyrimidin-5-yl}-3,5-dihydroxyhept-6-enoate]"
CHEBI:28201,CHEBI:28201,Rotenone,MAPPED,rotenone,CHEBI,EXACT_MATCH,0,0,"(2R,6aS,12aS)-8,9-dimethoxy-2-(prop-1-en-2-yl)-1,2,12,12a-tetrahydrochromeno[3,4-b]furo[2,3-h]chromen-6(6aH)-one"
CHEBI:78672,CHEBI:78672,rubidium chloride,MAPPED,rubidium chloride,CHEBI,EXACT_MATCH,2,2,RbCl
CHEBI:223718,CHEBI:223718,rubradirin,MAPPED,Rubradirin B,CHEBI,EXACT_MATCH,0,0,"[(10E,12S,13S,14R,16S)-7,14-dihydroxy-6,10,12,16-tetramethyl-2,9,15,21-tetraoxo-20-oxa-18-azatetracyclo[14.3.1.14,19.03,8]henicosa-1(19),3,5,7,10-pentaen-13-yl] 3-hydroxy-6-[(4-hydroxy-7-methoxy-2-oxochromen-3-yl)carbamoyl]pyridine-2-carboxylate"
cas:21288-61-9,cas:21288-61-9,Rutilantinone,MAPPED,Rutilantinone,CAS,FALLBACK_REGISTRY,0,0,
CHEBI:28527,CHEBI:28527,Rutin,MAPPED,rutin,CHEBI,EXACT_MATCH,0,0,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxo-4H-chromen-3-yl 6-O-(6-deoxy-alpha-L-mannopyranosyl)-beta-D-glucopyranoside"
CHEBI:6000,CHEBI:6000,S-Isocorydine (),MAPPED,Isocorydine,CHEBI,CAS_RN_LOOKUP,0,0,
cas:9789-92-0,cas:9789-92-0,S-adenosyl Homocysteine,MAPPED,S-adenosyl Homocysteine,CAS,FALLBACK_REGISTRY,0,0,S-(5′-Adenosyl)-L-homocysteine
CHEBI:32111,CHEBI:32111,Saccharin,MAPPED,saccharin,CHEBI,EXACT_MATCH,0,0,"1,2-benzisothiazol-3(2H)-one 1,1-dioxide"
CHEBI:8994,CHEBI:8994,Safrole,MAPPED,safrole,CHEBI,EXACT_MATCH,0,0,"5-allyl-1,3-benzodioxole"
CHEBI:16914,CHEBI:16914,Salicylic acid,MAPPED,salicylic acid,CHEBI,EXACT_MATCH,0,0,2-HYDROXYBENZOIC ACID
CHEBI:9009,CHEBI:9009,Salidroside,MAPPED,Salidroside,CHEBI,EXACT_MATCH,0,0,
CHEBI:112,CHEBI:112,Salsoline,MAPPED,(-)-Salsoline,CHEBI,CAS_RN_LOOKUP,0,0,
ENVO:00002010,ENVO:00002010,Salt water,MAPPED,saline water,ENVO,EXACT_MATCH,4,4,
CHEBI:67900,CHEBI:67900,Salvinorin A,MAPPED,salvinorin A,CHEBI,EXACT_MATCH,0,0,
kgmicrobe.compound:sarcidin,kgmicrobe.compound:sarcidin,Sarcidin,MAPPED,Sarcidin,kgmicrobe.compound,PLACEHOLDER,0,0,
CHEBI:15611,CHEBI:15611,sarcosine,MAPPED,sarcosine,CHEBI,EXACT_MATCH,0,0,
cas:564-20-5,mesh:C109395,Sclareolide,MAPPED,sclareolide,MESH,NARROW_MATCH,0,0,
CHEBI:17488,CHEBI:17488,Scopoletin,MAPPED,scopoletin,CHEBI,EXACT_MATCH,0,0,7-hydroxy-6-methoxy-2H-chromen-2-one
ENVO:00002149,ENVO:00002149,Sea water,REJECTED,sea water,ENVO,EXACT_MATCH,0,0,
ENVO:00002149,ENVO:00002149,Seawater,MAPPED,sea water,ENVO,EXACT_MATCH,301,301,Seawater (30 ppt)|Seawater(non-sterilized)|Sea water
CHEBI:41865,CHEBI:41865,Sebacic acid,MAPPED,sebacic acid,CHEBI,EXACT_MATCH,0,0,Decanedioic acid
CHEBI:75494,CHEBI:75494,Serine hydroxamate,MAPPED,serine hydroxamate,CHEBI,EXACT_MATCH,0,0,N-hydroxyserinamide
CHEBI:28790,CHEBI:28790,Serotonin,MAPPED,serotonin,CHEBI,EXACT_MATCH,0,0,3-(2-Aminoethyl)-1H-indol-5-ol
UBERON:0001977,UBERON:0001977,Serum,MAPPED,blood serum,UBERON,EXACT_MATCH,0,0,
mesh:C032953,mesh:C032953,Setamycin,MAPPED,setamycin,MESH,EXACT_MATCH,0,0,
CHEBI:16119,CHEBI:16119,Shikimic Acid,MAPPED,shikimic acid,CHEBI,CAS_RN_LOOKUP,10,10,"(3R,4S,5R)-3,4,5-trihydroxycyclohex-1-ene-1-carboxylic acid|3,4,5-Trihydroxy-1-cyclohexenecarboxylic acid|3alpha,4alpha,5beta-trihydroxy-1-cyclohexene-1-carboxylic acid|L-shikimic acid|Shikimate|[3R-(3alpha,4alpha,5beta)]-3,4,5-trihydroxy-1-cyclohexene-1-carboxylic acid"
CHEBI:89919,CHEBI:89919,Sialyllacto-N-tetraose a,MAPPED,Sialyllacto-N-tetraose a,CHEBI,EXACT_MATCH,0,0,
CHEBI:89905,CHEBI:89905,Sialyllacto-N-tetraose c,MAPPED,Sialyllacto-N-neotetraose c,CHEBI,CAS_RN_LOOKUP,0,0,
cas:100789-83-1,cas:100789-83-1,Sialyllacto-N-tetraose d,MAPPED,Sialyllacto-N-tetraose d,CAS,FALLBACK_REGISTRY,0,0,
CHEBI:26672,CHEBI:26672,Siderophore,MAPPED,siderophore,CHEBI,EXACT_MATCH,0,0,
CHEBI:9144,CHEBI:9144,Silibinin,MAPPED,silibinin,CHEBI,EXACT_MATCH,0,0,"(2R,3R)-3,5,7-trihydroxy-2-[(2R,3R)-3-(4-hydroxy-3-methoxyphenyl)-2-(hydroxymethyl)-2,3-dihydro-1,4-benzodioxin-6-yl]-2,3-dihydro-4H-chromen-4-one"
CHEBI:30341,CHEBI:30341,silver chloride,MAPPED,silver monochloride,CHEBI,CAS_RN_LOOKUP,0,0,silver(1+) chloride|silver(I) chloride
cas:10294-26-5,cas:10294-26-5,silver sulfate,MAPPED,silver sulfate,CAS,FALLBACK_REGISTRY,0,0,
CHEBI:9150,CHEBI:9150,Simvastatin,MAPPED,simvastatin,CHEBI,EXACT_MATCH,0,0,"(1S,3R,7S,8S,8aR)-8-{2-[(2R,4R)-4-hydroxy-6-oxotetrahydro-2H-pyran-2-yl]ethyl}-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl 2,2-dimethylbutanoate"
cas:139893-43-9,CHEBI:169041,Simvastatin Hydroxy Acid Ammonium Salt,MAPPED,simvastatin hydroxy acid,CHEBI,NARROW_MATCH,0,0,"(3R,5R)-7-[(1S,2S,6R,8S,8aR)-8-(2,2-dimethylbutanoyloxy)-2,6-dimethyl-1,2,6,7,8,8a-hexahydronaphthalen-1-yl]-3,5-dihydroxyheptanoic acid"
CHEBI:77131,CHEBI:77131,sinapic acid,MAPPED,sinapic acid,CHEBI,EXACT_MATCH,0,0,"3-(4-hydroxy-3,5-dimethoxyphenyl)prop-2-enoic acid"
CHEBI:27949,CHEBI:27949,sinapinaldehyde,MAPPED,(E)-sinapaldehyde,CHEBI,CAS_RN_LOOKUP,0,0,"(2E)-3-(4-hydroxy-3,5-dimethoxyphenyl)prop-2-enal"
CHEBI:9163,CHEBI:9163,Sinomenine,MAPPED,Sinomenine,CHEBI,EXACT_MATCH,0,0,
CHEBI:30563,CHEBI:30563,SiO2,MAPPED,silicon dioxide,CHEBI,EXACT_MATCH,6,6,"(SiO2)n|Kieselsaeureanhydrid|Silica, amorphous|Siliziumdioxid|[SiO2]|silica|silicic anhydride|silicon dioxide|silicon(IV) oxide"
cas:53179-09-2,CHEBI:35175,Sisomicin sulfate salt,MAPPED,sulfate salt,CHEBI,NARROW_MATCH,0,0,
FOODON:03301484,FOODON:03301484,Skimmed milk,MAPPED,skim milk food product,FOODON,EXACT_MATCH,0,0,
ENVO:00002044,ENVO:00002044,Sludge,MAPPED,sludge,ENVO,EXACT_MATCH,33,33,
cas:29849-82-9,CHEBI:15978,sn-Glycerol 3-phosphate bis(cyclohexylammonium) salt,MAPPED,sn-glycerol 3-phosphate,CHEBI,NARROW_MATCH,0,0,"(2R)-2,3-dihydroxypropyl dihydrogen phosphate|sn-glycerol 3-(dihydrogen phosphate)"
cas:17989-41-2,CHEBI:15978,sn-Glycerol 3-phosphate lithium salt,MAPPED,sn-glycerol 3-phosphate,CHEBI,NARROW_MATCH,0,0,"(2R)-2,3-dihydroxypropyl dihydrogen phosphate|sn-glycerol 3-(dihydrogen phosphate)"
CHEBI:78074,CHEBI:78074,SnCl2 x 2 H2O,MAPPED,tin(II) chloride dihydrate,CHEBI,EXACT_MATCH,7,7,SnCl2 x 2H2O|SnCl2.2H2O|SnCl2·2H2O|lambda(2)-tin(2+) dihydrate dichloride|stannous chloride dihydrate|tin dichloride dihydrate|tin dichloride.2H2O|tin(II) chloride dihydrate
cas:4263-52-9,cas:4263-52-9,Sodium 2-bromoethanesulfonate,MAPPED,Sodium 2-bromoethanesulfonate,CAS,FALLBACK_REGISTRY,0,0,sodium bromoethanesulfonate
CHEBI:31824,CHEBI:31824,Sodium 2-mercaptoethanesulfonate,MAPPED,Mesna,CHEBI,CAS_RN_LOOKUP,0,0,
CHEBI:113449,CHEBI:113449,Sodium 4-Hydroxybenzoate,MAPPED,sodium 4-hydroxybenzoate,CHEBI,EXACT_MATCH,0,0,
CHEBI:32954,CHEBI:32954,Sodium acetate,REJECTED,sodium acetate,CHEBI,EXACT_MATCH,0,0,Sodium acetate(Fisher BP 333)
CHEBI:32138,CHEBI:32138,Sodium acetate·3H2O,REJECTED,sodium acetate trihydrate,CHEBI,NARROW_MATCH,0,0,Sodium acetate・3H2O|anhydrous sodium acetate|sodium acetate anhydrous
CHEBI:32138,CHEBI:32138,Sodium acetate trihydrate,MAPPED,sodium acetate trihydrate,CHEBI,EXACT_MATCH,116,116,Na-acetate x 3 H2O|Sodium acetate x 3 H2O|sodium acetate--water (1/3)|Sodium acetate·3H2O
cas:7486-38-6,FOODON:03413240,Sodium adipate,MAPPED,sodium adipate,FOODON,NARROW_MATCH,0,0,
CHEBI:53311,CHEBI:53311,Sodium alginate,MAPPED,sodium alginate,CHEBI,EXACT_MATCH,4,4,Algiline|Algin|Arcrane|Ascophyllum|Sodium polymannuronate
cas:15432-85-6,mesh:C034426,Sodium antimonate,MAPPED,sodium antimonate,MESH,NARROW_MATCH,0,0,
CHEBI:278547,CHEBI:278547,Sodium azide,MAPPED,sodium azide,CHEBI,EXACT_MATCH,0,0,
CHEBI:132089,CHEBI:132089,Sodium beta-glycerophosphate,MAPPED,sodium glycerol 2-phosphate,CHEBI,EXACT_MATCH,23,23,"Disodium beta-glycerophosphate|Disodium glycerol 2-phosphate|Disodium glycerophosphate|Glycerol, 2-(dihydrogen phosphate), disodium salt|Sodium 2-glycerophosphate|Sodium beta-glycerol phosphate|disodium 1,3-dihydroxypropan-2-yl phosphate|sodium glycerol 2-phosphate|Na2-ß-glycerolphosphate"
CHEBI:75229,CHEBI:75229,Sodium bromate,MAPPED,sodium bromate,CHEBI,EXACT_MATCH,0,0,
cas:5968-11-6,CHEBI:29377,sodium carbonate monohydrate,MAPPED,sodium carbonate,CHEBI,CLOSE_MATCH,0,0,disodium trioxidocarbonate
CHEBI:29377,CHEBI:29377,Sodium carbonate solution,MAPPED,sodium carbonate,CHEBI,LEXICAL_MATCH,1751,1751,disodium trioxidocarbonate
CHEBI:78667,CHEBI:78667,Sodium Chlorite,MAPPED,sodium chlorite,CHEBI,EXACT_MATCH,0,0,
cas:206986-87-0,CHEBI:26711,Sodium cholate hydrate,MAPPED,sodium cholate,CHEBI,CLOSE_MATCH,0,0,"sodium 3alpha,7alpha,12alpha-trihydroxy-5beta-cholan-24-oate"
CHEBI:78671,CHEBI:78671,Sodium Chromate,MAPPED,sodium chromate,CHEBI,EXACT_MATCH,0,0,disodium dioxido(dioxo)chromium
CHEBI:32142,CHEBI:32142,Sodium Citrate,REJECTED,sodium citrate dihydrate,CHEBI,EXACT_MATCH,0,0,"Citronensaeure,Trinatrium-Salz-Dihydrat|Na2citrate|Na3Citrate|Na3‐citrate|Sodiumcitrate|Trisodium citrate dehydrate|trisodium 2-hydroxypropane-1,2,3-tricarboxylate--water (1/2)|trisodium 2-hydroxypropane-1,2,3-tricarboxylate"
CHEBI:33192,CHEBI:33192,Sodium cyanide,MAPPED,sodium cyanide,CHEBI,EXACT_MATCH,0,0,
cas:920-49-0,cas:920-49-0,Sodium D-Lactate,MAPPED,Sodium D-Lactate,CAS,FALLBACK_REGISTRY,1,1,
CHEBI:9177,CHEBI:9177,sodium Deoxycholate,MAPPED,sodium deoxycholate,CHEBI,EXACT_MATCH,0,0,"100|sodium 3alpha,12alpha-dihydroxy-5beta-cholan-24-oate"
cas:145224-92-6,CHEBI:9177,Sodium deoxycholate monohydrate,MAPPED,sodium deoxycholate,CHEBI,CLOSE_MATCH,0,0,"Sodim deoxycholate monohydrate|sodium 3alpha,12alpha-dihydroxy-5beta-cholan-24-oate"
CHEBI:66870,CHEBI:66870,Sodium dithionite,MAPPED,sodium dithionite,CHEBI,EXACT_MATCH,47,47,"disodium dithionite|sodium hydrosulfite|sodium sulfoxylate|Na2S2O4|5,6-dihydroxy-2-(4-hydroxyphenyl)-4-oxo-4H-chromen-7-yl beta-D-glucopyranosiduronic acid|Scutellarein 7-O-beta-D-glucuronide|Scutellarein-7-O-beta-D-glucuronide|Scutellarein-7-glucuronide|Scutellarein-7beta-D-glucuronide|Scutellarein-7beta-D-glucuronoside"
