identifier,ontology_id,preferred_term,mapping_status,ontology_label,ontology_source,mapping_quality,total_occurrences,media_count
CHEBI:75456,CHEBI:75456,Glycerol monostearate,MAPPED,2-stearoylglycerol,CHEBI,EXACT_MATCH,4,4
cas:55073-41-1,cas:55073-41-1,Glycerol phosphate disodium salt hydrate,MAPPED,Glycerol phosphate disodium salt hydrate,CAS,FALLBACK_REGISTRY,0,0
CHEBI:15428,CHEBI:15428,Glycine,MAPPED,glycine,CHEBI,EXACT_MATCH,99,50
CHEBI:182320,CHEBI:182320,Glycocholic acid hydrate,MAPPED,Glycocholic acid hydrate,CHEBI,EXACT_MATCH,0,0
CHEBI:16344,CHEBI:16344,Glycocyamine,MAPPED,guanidinoacetic acid,CHEBI,EXACT_MATCH,0,0
CHEBI:28087,CHEBI:28087,Glycogen,MAPPED,glycogen,CHEBI,EXACT_MATCH,0,0
cas:9005-79-2,cas:9005-79-2,Glycogen from bovine liver,MAPPED,Glycogen from bovine liver,CAS,FALLBACK_REGISTRY,0,0
CHEBI:17071,CHEBI:17071,glycolaldehyde,MAPPED,glycolaldehyde,CHEBI,EXACT_MATCH,0,0
CHEBI:17497,CHEBI:17497,Glycolic Acid,MAPPED,glycolic acid,CHEBI,EXACT_MATCH,0,0
CHEBI:17201,CHEBI:17201,Glycyl-glycine,MAPPED,glycylglycine,CHEBI,EXACT_MATCH,9,9
CHEBI:17201,CHEBI:17201,Glycylglycine,MAPPED,glycylglycine,CHEBI,EXACT_MATCH,2,2
CHEBI:15939,CHEBI:15939,"Glycyrrhizic Acid, Ammonium Salt",MAPPED,glycyrrhizinic acid,CHEBI,EXACT_MATCH,0,0
cas:27988-77-8,cas:27988-77-8,gold (III) chloride hydrate,MAPPED,gold (III) chloride hydrate,CAS,FALLBACK_REGISTRY,0,0
CHEBI:16400,CHEBI:16400,Gossypetin,MAPPED,gossypetin,CHEBI,EXACT_MATCH,0,0
CHEBI:28584,CHEBI:28584,Gossypol,MAPPED,gossypol,CHEBI,EXACT_MATCH,0,0
cas:1405-97-6,NCIT:C65816,Gramicidin,MAPPED,Gramicidin,NCIT,NARROW_MATCH,0,0
CHEBI:28948,CHEBI:28948,Gramine,MAPPED,gramine,CHEBI,EXACT_MATCH,0,0
kgmicrobe.compound:grasseriomycin,kgmicrobe.compound:grasseriomycin,Grasseriomycin,MAPPED,Grasseriomycin,kgmicrobe.compound,PLACEHOLDER,0,0
kgmicrobe.ingredient:green_house_soil,ENVO:00001998,Green House Soil,MAPPED,soil,ENVO,NARROW_MATCH,11,11
kgmicrobe.compound:grisamine,kgmicrobe.compound:grisamine,Grisamine,MAPPED,Grisamine,kgmicrobe.compound,PLACEHOLDER,0,0
mesh:C018306,mesh:C018306,Griseolutein A,MAPPED,griseolutein A,MESH,EXACT_MATCH,0,0
mesh:C018307,mesh:C018307,Griseolutein B,MAPPED,griseolutein B,MESH,EXACT_MATCH,0,0
FOODON:00001282,FOODON:00001282,Ground beef,MAPPED,beef (ground),FOODON,LEXICAL_MATCH,0,0
CHEBI:28591,CHEBI:28591,Guaiacol,MAPPED,guaiacol,CHEBI,EXACT_MATCH,0,0
CHEBI:5550,CHEBI:5550,Guaiazulene,MAPPED,guaiazulene,CHEBI,EXACT_MATCH,0,0
cas:50-01-1,NCIT:C47551,Guanidine Hydrochloride,MAPPED,Guanidine Hydrochloride,NCIT,NARROW_MATCH,0,0
CHEBI:16235,CHEBI:16235,Guanine,MAPPED,guanine,CHEBI,CAS_RN_LOOKUP,22,22
CHEBI:16750,CHEBI:16750,Guanosine,MAPPED,guanosine,CHEBI,CAS_RN_LOOKUP,10,10
cas:9000-01-5,FOODON:03412975,Gum arabic from acacia tree,MAPPED,gum arabic,FOODON,NARROW_MATCH,0,0
CHEBI:26642,CHEBI:26642,H2SeO3,MAPPED,selenous acid,CHEBI,EXACT_MATCH,16,16
CHEBI:26836,CHEBI:26836,H2SO4,MAPPED,sulfuric acid,CHEBI,EXACT_MATCH,262,50
CHEBI:36272,CHEBI:36272,H2WO4,MAPPED,tungstic acid,CHEBI,EXACT_MATCH,21,21
CHEBI:38267,CHEBI:38267,H3BO2,MAPPED,boronic acid,CHEBI,EXACT_MATCH,2,2
CHEBI:33118,CHEBI:33118,H3BO3,MAPPED,boric acid,CHEBI,EXACT_MATCH,3729,105
cas:202185-84-0,cas:202185-84-0,HOMOPIPES,MAPPED,HOMOPIPES,CAS,FALLBACK_REGISTRY,4,4
CHEBI:50385,CHEBI:50385,Haemin,MAPPED,hemin,CHEBI,EXACT_MATCH,194,117
kgmicrobe.compound:halomicin,kgmicrobe.compound:halomicin,Halomicin,MAPPED,Halomicin,kgmicrobe.compound,PLACEHOLDER,0,0
CHEBI:28172,CHEBI:28172,Harmaline,MAPPED,harmaline,CHEBI,EXACT_MATCH,0,0
CHEBI:27943,CHEBI:27943,Harmalol,MAPPED,harmalol,CHEBI,EXACT_MATCH,0,0
CHEBI:5623,CHEBI:5623,Harmane,MAPPED,harman,CHEBI,EXACT_MATCH,0,0
CHEBI:28121,CHEBI:28121,Harmine,MAPPED,harmine,CHEBI,EXACT_MATCH,0,0
CHEBI:192558,CHEBI:192558,Harmol,MAPPED,harmol,CHEBI,EXACT_MATCH,0,0
cas:40580-83-4,cas:40580-83-4,Harmol Hydrochloride,MAPPED,Harmol Hydrochloride,CAS,FALLBACK_REGISTRY,0,0
CHEBI:17883,CHEBI:17883,HCl,MAPPED,hydrogen chloride,CHEBI,EXACT_MATCH,1105,50
CHEBI:5633,CHEBI:5633,Hecogenin,MAPPED,Hecogenin,CHEBI,EXACT_MATCH,0,0
CHEBI:2540,CHEBI:2540,Helenine,MAPPED,alantolactone,CHEBI,EXACT_MATCH,0,0
CHEBI:230519,CHEBI:230519,Heparin sodium salt from porcine intestinal mucosa,MAPPED,heparin sodium,CHEBI,EXACT_MATCH,0,0
CHEBI:46756,CHEBI:46756,HEPES,MAPPED,HEPES,CHEBI,EXACT_MATCH,168,70
CHEBI:16148,CHEBI:16148,Heptadecane,MAPPED,heptadecane,CHEBI,EXACT_MATCH,1,1
CHEBI:32365,CHEBI:32365,heptadecanoic acid,MAPPED,heptadecanoic acid,CHEBI,EXACT_MATCH,0,0
CHEBI:45571,CHEBI:45571,Heptanoic acid,MAPPED,heptanoic acid,CHEBI,EXACT_MATCH,0,0
CHEBI:195607,CHEBI:195607,heptanol,MAPPED,heptanol,CHEBI,EXACT_MATCH,0,0
CHEBI:28775,CHEBI:28775,Hesperidin,MAPPED,hesperidin,CHEBI,EXACT_MATCH,0,0
CHEBI:24536,CHEBI:24536,Hexachlorocyclo-hexane,MAPPED,hexachlorocyclohexane,CHEBI,EXACT_MATCH,2,2
CHEBI:45296,CHEBI:45296,Hexadecane,MAPPED,hexadecane,CHEBI,EXACT_MATCH,17,17
CHEBI:143552,CHEBI:143552,hexanol,MAPPED,hexanol,CHEBI,EXACT_MATCH,0,0
CHEBI:18089,CHEBI:18089,Hippuric acid,MAPPED,N-benzoylglycine,CHEBI,EXACT_MATCH,0,0
CHEBI:18295,CHEBI:18295,Histamine,MAPPED,histamine,CHEBI,EXACT_MATCH,0,0
mesh:C031780,mesh:C031780,Hitachimycin,MAPPED,stubomycin,MESH,EXACT_MATCH,0,0
CHEBI:545959,CHEBI:545959,homovanillic acid,MAPPED,homovanillic acid,CHEBI,EXACT_MATCH,0,0
CHEBI:173769,CHEBI:173769,homovanillyl alcohol,MAPPED,(4-Hydroxy-3-methoxyphenyl)ethanol,CHEBI,EXACT_MATCH,0,0
MICRO:0001235,MICRO:0001235,Horse serum,MAPPED,horse serum,MICRO,EXACT_MATCH,0,0
kgmicrobe.compound:hortesin,kgmicrobe.compound:hortesin,Hortesin,MAPPED,Hortesin,kgmicrobe.compound,PLACEHOLDER,0,0
CHEBI:78330,CHEBI:78330,Huperzine A,MAPPED,huperzine A,CHEBI,EXACT_MATCH,0,0
cas:9067-32-7,CHEBI:201433,Hyaluronic acid sodium salt from Streptococcus equi,MAPPED,Hyaluronic acid sodium,CHEBI,NARROW_MATCH,0,0
CHEBI:27612,CHEBI:27612,Hydantoin,MAPPED,hydantoin,CHEBI,EXACT_MATCH,0,0
CHEBI:69919,CHEBI:69919,"Hydrastine (1R, 9S)",MAPPED,Hydrastine,CHEBI,EXACT_MATCH,0,0
kgmicrobe.compound:hydro_methylpteroylglutamylglutamic_acid,NCIT:C1115,Hydro Methylpteroylglutamylglutamic Acid,MAPPED,Glutamic Acid,NCIT,NARROW_MATCH,0,0
CHEBI:24632,CHEBI:24632,Hydrocarbon,MAPPED,hydrocarbon,CHEBI,EXACT_MATCH,0,0
CHEBI:16240,CHEBI:16240,Hydrogen peroxide,MAPPED,hydrogen peroxide,CHEBI,EXACT_MATCH,0,0
CHEBI:16136,CHEBI:16136,Hydrogen sulfide,MAPPED,hydrogen sulfide,CHEBI,EXACT_MATCH,0,0
CHEBI:18276,CHEBI:18276,Hydrogen gas,MAPPED,dihydrogen,CHEBI,EXACT_MATCH,0,0
CHEBI:17594,CHEBI:17594,Hydroquinone,MAPPED,hydroquinone,CHEBI,EXACT_MATCH,0,0
CHEBI:50819,CHEBI:50819,hydrous ferric oxide,MAPPED,ferric oxide,CHEBI,LEXICAL_MATCH,0,0
CHEBI:18095,CHEBI:18095,Hydroxy-L-Proline,MAPPED,trans-4-hydroxy-L-proline,CHEBI,CAS_RN_LOOKUP,3,3
CHEBI:5807,CHEBI:5807,Hydroxylamine hydrochloride,MAPPED,Hydroxylamine hydrochloride,CHEBI,EXACT_MATCH,0,0
CHEBI:44423,CHEBI:44423,Hydroxyurea,MAPPED,hydroxyurea,CHEBI,EXACT_MATCH,0,0
CHEBI:16976,CHEBI:16976,Hygromycin B,MAPPED,hygromycin B,CHEBI,EXACT_MATCH,0,0
cas:2555-28-4,CHEBI:107662,Hymecromone Methyl Ether,MAPPED,7-methoxy-4-methyl-1-benzopyran-2-one,CHEBI,NARROW_MATCH,0,0
CHEBI:16668,CHEBI:16668,Hypotaurine,MAPPED,hypotaurine,CHEBI,EXACT_MATCH,0,0
CHEBI:17368,CHEBI:17368,Hypoxanthine,MAPPED,hypoxanthine,CHEBI,EXACT_MATCH,4,4
CHEBI:14434,CHEBI:14434,Imidazole,MAPPED,imidazole,CHEBI,EXACT_MATCH,0,0
CHEBI:51799,CHEBI:51799,Impenum monohydrate,MAPPED,imipenem hydrate,CHEBI,EXACT_MATCH,0,0
CHEBI:31695,CHEBI:31695,Indigocarmine,MAPPED,indigo carmine,CHEBI,EXACT_MATCH,14,14
kgmicrobe.compound:indochrome,kgmicrobe.compound:indochrome,Indochrome,MAPPED,Indochrome,kgmicrobe.compound,PLACEHOLDER,0,0
CHEBI:33070,CHEBI:33070,Indole-3-butyric acid,MAPPED,indole-3-butyric acid,CHEBI,EXACT_MATCH,0,0
CHEBI:43580,CHEBI:43580,Indole-3-propionic acid,MAPPED,3-(1H-indol-3-yl)propanoic acid,CHEBI,EXACT_MATCH,0,0
cas:0392-12-1,cas:0392-12-1,Indole-3-pyruvic acid,MAPPED,Indole-3-pyruvic acid,CAS,FALLBACK_REGISTRY,0,0
CHEBI:16881,CHEBI:16881,Indole,MAPPED,1H-indole,CHEBI,EXACT_MATCH,0,0
cas:6505-45-9,CHEBI:230840,indole 3-acetic acid sodium salt,MAPPED,Indole-3-acetic acid sodium salt,CHEBI,NARROW_MATCH,0,0
CHEBI:80180,CHEBI:80180,Indolicidin,MAPPED,Indolicidin,CHEBI,EXACT_MATCH,0,0
CHEBI:17596,CHEBI:17596,Inosine,MAPPED,inosine,CHEBI,CAS_RN_LOOKUP,27,27
CHEBI:24848,CHEBI:24848,Inositol,MAPPED,inositol,CHEBI,EXACT_MATCH,18,18
CHEBI:15443,CHEBI:15443,Inulin,MAPPED,inulin,CHEBI,EXACT_MATCH,4,4
CHEBI:75421,CHEBI:75421,Iodonitrotetrazolium chloride,MAPPED,iodonitrotetrazolium chloride,CHEBI,EXACT_MATCH,0,0
CHEBI:164200,CHEBI:164200,Irgasan,MAPPED,triclosan,CHEBI,EXACT_MATCH,0,0
CHEBI:81409,CHEBI:81409,Irigenin,MAPPED,irigenin,CHEBI,EXACT_MATCH,0,0
CHEBI:18248,CHEBI:18248,Iron,MAPPED,iron atom,CHEBI,EXACT_MATCH,1,1
CHEBI:82664,CHEBI:82664,Iron powder,MAPPED,iron(0),CHEBI,EXACT_MATCH,3,3
CHEBI:46645,CHEBI:46645,Isobutyl alcohol,MAPPED,isobutanol,CHEBI,EXACT_MATCH,0,0
CHEBI:193555,CHEBI:193555,Isobutyramide,MAPPED,isobutyramide,CHEBI,EXACT_MATCH,0,0
CHEBI:16135,CHEBI:16135,Isobutyric acid,MAPPED,isobutyric acid,CHEBI,EXACT_MATCH,85,73
CHEBI:310312,CHEBI:310312,Isoliquiritigenin,MAPPED,isoliquiritigenin,CHEBI,EXACT_MATCH,0,0
CHEBI:28189,CHEBI:28189,Isomaltose,MAPPED,isomaltose,CHEBI,EXACT_MATCH,0,0
CHEBI:6030,CHEBI:6030,Isoniazid,MAPPED,isoniazide,CHEBI,EXACT_MATCH,0,0
CHEBI:17824,CHEBI:17824,Isopropyl alcohol,MAPPED,propan-2-ol,CHEBI,EXACT_MATCH,4,4
CHEBI:6054,CHEBI:6054,Isosafrole,MAPPED,Isosafrole,CHEBI,EXACT_MATCH,0,0
CHEBI:28484,CHEBI:28484,Isovaleric acid,MAPPED,isovaleric acid,CHEBI,EXACT_MATCH,85,85
CHEBI:193161,CHEBI:193161,Isovanillin,MAPPED,isovanillin,CHEBI,EXACT_MATCH,0,0
CHEBI:30838,CHEBI:30838,Itaconic Acid,MAPPED,itaconic acid,CHEBI,EXACT_MATCH,0,0
cas:480-14-4,cas:480-14-4,Izalpinin,MAPPED,Izalpinin,CAS,FALLBACK_REGISTRY,0,0
CHEBI:18292,CHEBI:18292,Jasmonic acid,MAPPED,jasmonic acid,CHEBI,EXACT_MATCH,0,0
CHEBI:15794,CHEBI:15794,Juglone,MAPPED,juglone,CHEBI,EXACT_MATCH,0,0
CHEBI:32029,CHEBI:32029,K-acetate,MAPPED,potassium acetate,CHEBI,EXACT_MATCH,9,9
CHEBI:131526,CHEBI:131526,K2CO3,MAPPED,potassium carbonate,CHEBI,EXACT_MATCH,6,6
CHEBI:75249,CHEBI:75249,K2CrO4,MAPPED,potassium chromate,CHEBI,EXACT_MATCH,1,1
CHEBI:131527,CHEBI:131527,K2HPO4,MAPPED,dipotassium hydrogen phosphate,CHEBI,EXACT_MATCH,2862,80
CHEBI:131527,CHEBI:131527,K2HPO4 x 3 H2O,MAPPED,dipotassium hydrogen phosphate,CHEBI,EXACT_MATCH,118,50
CHEBI:86466,CHEBI:86466,K2S4O6,MAPPED,potassium tetrathionate,CHEBI,EXACT_MATCH,19,19
CHEBI:32036,CHEBI:32036,K2SO4,MAPPED,potassium sulfate,CHEBI,EXACT_MATCH,76,51
CHEBI:32036,CHEBI:32036,K2SO4 x 7 H2O,MAPPED,potassium sulfate,CHEBI,EXACT_MATCH,1,1
CHEBI:6104,CHEBI:6104,Kanamycin,MAPPED,kanamycin,CHEBI,EXACT_MATCH,1,1
CHEBI:6109,CHEBI:6109,Kanamycin sulfate,MAPPED,kanamycin A sulfate,CHEBI,EXACT_MATCH,1,1
mesh:C001493,mesh:C001493,Kanchanomycin,MAPPED,kanchanomycin,MESH,EXACT_MATCH,0,0
kgmicrobe.ingredient:kao_and_michayluk_vitamin_solution,MICRO:0000460,Kao and Michayluk vitamin solution,MAPPED,vitamin solution,MICRO,CLOSE_MATCH,0,0
CHEBI:166631,CHEBI:166631,Karanjin,MAPPED,Karanjin,CHEBI,EXACT_MATCH,0,0
CHEBI:6117,CHEBI:6117,Kawain,MAPPED,Kawain,CHEBI,EXACT_MATCH,0,0
CHEBI:32030,CHEBI:32030,KBr,MAPPED,potassium bromide,CHEBI,EXACT_MATCH,295,50
CHEBI:32588,CHEBI:32588,KCl,MAPPED,potassium chloride,CHEBI,EXACT_MATCH,2775,117
mesh:C008231,mesh:C008231,Ketomycin,MAPPED,ketomycin,MESH,EXACT_MATCH,0,0
CHEBI:73605,CHEBI:73605,KF,MAPPED,Lys-Phe,CHEBI,EXACT_MATCH,4,4
CHEBI:63036,CHEBI:63036,KH2PO4,MAPPED,potassium dihydrogen phosphate,CHEBI,EXACT_MATCH,3862,81
CHEBI:81862,CHEBI:81862,KHCO3,MAPPED,potassium hydrogencarbonate,CHEBI,EXACT_MATCH,16,16
CHEBI:8346,CHEBI:8346,KI,MAPPED,potassium iodide,CHEBI,EXACT_MATCH,128,60
CHEBI:220048,CHEBI:220048,kijanimicin,MAPPED,Kijanimicin,CHEBI,EXACT_MATCH,0,0
CHEBI:63043,CHEBI:63043,KNO3,MAPPED,potassium nitrate,CHEBI,EXACT_MATCH,413,61
CHEBI:32035,CHEBI:32035,KOH,MAPPED,potassium hydroxide,CHEBI,EXACT_MATCH,150,51
CHEBI:30951,CHEBI:30951,KSCN,MAPPED,potassium thiocyanate,CHEBI,EXACT_MATCH,6,6
CHEBI:4828,CHEBI:4828,L-(+)-Ergothioneine,MAPPED,ergothioneine,CHEBI,EXACT_MATCH,0,0
CHEBI:23958,CHEBI:23958,L-(+)-Erythrulose,MAPPED,erythrulose,CHEBI,EXACT_MATCH,0,0
CHEBI:17266,CHEBI:17266,L-(-)-sorbose,MAPPED,L-sorbose,CHEBI,EXACT_MATCH,0,0
CHEBI:35619,CHEBI:35619,L-2-Aminobutyric acid,MAPPED,L-alpha-aminobutyric acid,CHEBI,EXACT_MATCH,0,0
CHEBI:30849,CHEBI:30849,L-Arabinose,MAPPED,L-arabinose,CHEBI,EXACT_MATCH,0,0
cas:5794-13-8,NCIT:C87433,L-Asparagine monohydrate,MAPPED,Asparagine Monohydrate,NCIT,NARROW_MATCH,0,0
cas:1115-63-5,CHEBI:17053,L-Aspartic acid potassium salt,MAPPED,L-aspartic acid,CHEBI,NARROW_MATCH,2,2
cas:323194-76-9,CHEBI:17053,L-Aspartic acid sodium salt monohydrate,MAPPED,L-aspartic acid,CHEBI,NARROW_MATCH,0,0
CHEBI:16347,CHEBI:16347,L-Carnitine,MAPPED,(R)-carnitine,CHEBI,EXACT_MATCH,2,2
CHEBI:233463,CHEBI:233463,L-Carnitine hydrochloride,MAPPED,levocarnitine chloride,CHEBI,EXACT_MATCH,0,0
cas:23537-25-9,CHEBI:17285,L-Cysteic acid monohydrate,MAPPED,L-cysteic acid,CHEBI,NARROW_MATCH,0,0
CHEBI:74077,CHEBI:74077,L-Deoxyalliin,MAPPED,S-allylcysteine,CHEBI,EXACT_MATCH,0,0
CHEBI:37618,CHEBI:37618,L-Galactose,MAPPED,L-galactose,CHEBI,EXACT_MATCH,0,0
cas:6382-01-0,CHEBI:16015,L-Glutamic acid monopotassium salt monohydrate,MAPPED,L-glutamic acid,CHEBI,NARROW_MATCH,44,44
CHEBI:16856,CHEBI:16856,L-Glutathione,MAPPED,glutathione,CHEBI,EXACT_MATCH,0,0
cas:5934-29-2,NCIT:C87334,L-Histidine monohydrochloride monohydrate,MAPPED,Histidine Monohydrochloride Monohydrate,NCIT,NARROW_MATCH,0,0
CHEBI:15699,CHEBI:15699,L-Homoserine,MAPPED,L-homoserine,CHEBI,EXACT_MATCH,0,0
CHEBI:30797,CHEBI:30797,L-Malic acid,MAPPED,(S)-malic acid,CHEBI,EXACT_MATCH,0,0
cas:207511-06-6,NCIT:C80654,L-Malic acid disodium salt monohydrate,MAPPED,Malic Acid,NCIT,NARROW_MATCH,0,0
cas:587-33-7,CHEBI:44303,L-Meta-tyrosine,MAPPED,L-m-tyrosine,CHEBI,NARROW_MATCH,0,0
CHEBI:30913,CHEBI:30913,L-Pipecolic Acid,MAPPED,L-pipecolic acid,CHEBI,EXACT_MATCH,0,0
CHEBI:18183,CHEBI:18183,L-Pyroglutamic acid,MAPPED,5-oxo-L-proline,CHEBI,EXACT_MATCH,0,0
cas:10030-85-0,cas:10030-85-0,L-Rhamnose monohydrate,MAPPED,L-Rhamnose monohydrate,CAS,FALLBACK_REGISTRY,0,0
CHEBI:65328,CHEBI:65328,L-Xylose,MAPPED,L-xylose,CHEBI,EXACT_MATCH,0,0
CHEBI:16977,CHEBI:16977,L-Alanine,MAPPED,L-alanine,CHEBI,EXACT_MATCH,20,20
CHEBI:2596,CHEBI:2596,L-alliin,MAPPED,alliin,CHEBI,EXACT_MATCH,0,0
CHEBI:86658,CHEBI:86658,L-alpha-Phosphatidylcholine,MAPPED,L-alpha-Phosphatidylcholine,CHEBI,EXACT_MATCH,0,0
CHEBI:16467,CHEBI:16467,L-Arginine,MAPPED,L-arginine,CHEBI,EXACT_MATCH,59,50
CHEBI:31235,CHEBI:31235,L-Arginine x HCl,MAPPED,Arginine hydrochloride,CHEBI,EXACT_MATCH,7,7
CHEBI:29073,CHEBI:29073,L-Ascorbic acid,MAPPED,L-ascorbic acid,CHEBI,EXACT_MATCH,10,10
CHEBI:17196,CHEBI:17196,L-Asparagine,MAPPED,L-asparagine,CHEBI,EXACT_MATCH,69,55
CHEBI:17053,CHEBI:17053,L-Aspartic acid,MAPPED,L-aspartic acid,CHEBI,EXACT_MATCH,3,3
CHEBI:17561,CHEBI:17561,L-Cysteine,MAPPED,L-cysteine,CHEBI,EXACT_MATCH,68,51
CHEBI:91247,CHEBI:91247,L-Cysteine HCl,MAPPED,L-cysteine hydrochloride,CHEBI,EXACT_MATCH,154,72
CHEBI:91248,CHEBI:91248,L-Cysteine HCl x H2O,MAPPED,L-cysteine hydrochloride hydrate,CHEBI,EXACT_MATCH,1027,118
CHEBI:35235,CHEBI:35235,L-cysteine zwitterion,MAPPED,L-cysteine zwitterion,CHEBI,EXACT_MATCH,3,0
CHEBI:16283,CHEBI:16283,L-Cystine,MAPPED,L-cystine,CHEBI,EXACT_MATCH,8,8
CHEBI:18287,CHEBI:18287,L-Fucose,MAPPED,L-fucose,CHEBI,EXACT_MATCH,2,2
CHEBI:16015,CHEBI:16015,L-Glutamic acid,MAPPED,L-glutamic acid,CHEBI,EXACT_MATCH,35,35
CHEBI:18050,CHEBI:18050,L-Glutamine,MAPPED,L-glutamine,CHEBI,EXACT_MATCH,137,50
CHEBI:15971,CHEBI:15971,L-Histidine,MAPPED,L-histidine,CHEBI,EXACT_MATCH,103,82
CHEBI:17191,CHEBI:17191,L-Isoleucine,MAPPED,L-isoleucine,CHEBI,EXACT_MATCH,56,50
CHEBI:15603,CHEBI:15603,L-Leucine,MAPPED,L-leucine,CHEBI,EXACT_MATCH,65,50
CHEBI:18019,CHEBI:18019,L-Lysine,MAPPED,L-lysine,CHEBI,EXACT_MATCH,44,44
CHEBI:53633,CHEBI:53633,L-Lysine HCl,MAPPED,L-lysine hydrochloride,CHEBI,EXACT_MATCH,3,3
CHEBI:16643,CHEBI:16643,L-Methionine,MAPPED,L-methionine,CHEBI,EXACT_MATCH,69,50
CHEBI:17295,CHEBI:17295,L-Phenylalanine,MAPPED,L-phenylalanine,CHEBI,EXACT_MATCH,46,46
CHEBI:17203,CHEBI:17203,L-Proline,MAPPED,L-proline,CHEBI,EXACT_MATCH,64,50
CHEBI:62345,CHEBI:62345,L-Rhamnose,MAPPED,L-rhamnose,CHEBI,EXACT_MATCH,6,6
CHEBI:17115,CHEBI:17115,L-Serine,MAPPED,L-serine,CHEBI,EXACT_MATCH,73,51
CHEBI:16857,CHEBI:16857,L-Threonine,MAPPED,L-threonine,CHEBI,EXACT_MATCH,48,48
CHEBI:16828,CHEBI:16828,L-Tryptophan,MAPPED,L-tryptophan,CHEBI,EXACT_MATCH,54,51
CHEBI:17895,CHEBI:17895,L-Tyrosine,MAPPED,L-tyrosine,CHEBI,EXACT_MATCH,45,45
CHEBI:16414,CHEBI:16414,L-Valine,MAPPED,L-valine,CHEBI,EXACT_MATCH,50,50
cas:97281-52-2,CHEBI:28874,L-α-Phosphatidylinositol from Glycine max (soybean),MAPPED,phosphatidylinositol,CHEBI,BROAD_MATCH,0,0
CHEBI:81664,CHEBI:81664,LL-37,MAPPED,LL-37,CHEBI,EXACT_MATCH,0,0
CHEBI:15671,CHEBI:15671,L(+)-Tartaric acid,MAPPED,L-tartaric acid,CHEBI,EXACT_MATCH,3,3
CHEBI:16349,CHEBI:16349,L-Citrulline,MAPPED,L-citrulline,CHEBI,CAS_RN_LOOKUP,14,14
CHEBI:91248,CHEBI:91248,L-Cysteine hydrochloride monohydrate,MAPPED,L-cysteine hydrochloride hydrate,CHEBI,CAS_RN_LOOKUP,13,13
CHEBI:15729,CHEBI:15729,L-Ornithine,MAPPED,L-ornithine,CHEBI,CAS_RN_LOOKUP,10,10
CHEBI:195690,CHEBI:195690,L-ornithine monohydrochloride,MAPPED,L-Ornithine monochlorohydrate/ornithine,CHEBI,CAS_RN_LOOKUP,2,2
CHEBI:53696,CHEBI:53696,L-tyrosine disodium salt,MAPPED,disodium L-tyrosinate,CHEBI,CAS_RN_LOOKUP,6,6
CHEBI:135737,CHEBI:135737,Lacidipine,MAPPED,lacidipine,CHEBI,EXACT_MATCH,0,0
MICRO:0001365,MICRO:0001365,Lactalbumin hydrolysate,MAPPED,lactalbumin hydrolysate,MICRO,EXACT_MATCH,0,0
CHEBI:24996,CHEBI:24996,Lactate,MAPPED,lactate,CHEBI,EXACT_MATCH,7,7
CHEBI:75323,CHEBI:75323,Lactitol,MAPPED,lactitol,CHEBI,EXACT_MATCH,0,0
cas:7578-25-8,mesh:C045442,Lacto-N-fucopentaose I,MAPPED,lacto-N-fucopentaose I,MESH,NARROW_MATCH,0,0
CHEBI:89932,CHEBI:89932,Lacto-N-fucopentaose II,MAPPED,Lacto-N-fucopentaose-2,CHEBI,EXACT_MATCH,0,0
cas:25541-09-7,mesh:C434666,Lacto-N-fucopentaose III,MAPPED,lacto-N-fucopentaose III,MESH,NARROW_MATCH,0,0
CHEBI:60239,CHEBI:60239,Lacto-N-neotetraose,MAPPED,beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-D-Glc,CHEBI,EXACT_MATCH,0,0
cas:14116-68-8,CHEBI:30248,Lacto-N-tetraose,MAPPED,beta-D-Gal-(1->3)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-D-Glc,CHEBI,NARROW_MATCH,0,0
CHEBI:17716,CHEBI:17716,Lactose,MAPPED,lactose,CHEBI,EXACT_MATCH,38,38
CHEBI:6359,CHEBI:6359,Lactulose,MAPPED,lactulose,CHEBI,EXACT_MATCH,0,0
CHEBI:18411,CHEBI:18411,Laminaribiose,MAPPED,laminarabiose,CHEBI,EXACT_MATCH,0,0
CHEBI:6364,CHEBI:6364,Laminarin from Laminaria digitata,MAPPED,laminarin,CHEBI,EXACT_MATCH,0,0
cas:20211-76-1,CHEBI:231515,Lanthanum (III) chloride,MAPPED,lanthanum trichloride,CHEBI,NARROW_MATCH,0,0
CHEBI:6377,CHEBI:6377,Lapachol,MAPPED,lapachol,CHEBI,EXACT_MATCH,0,0
CHEBI:30805,CHEBI:30805,Lauric acid,MAPPED,dodecanoic acid,CHEBI,EXACT_MATCH,0,0
CHEBI:44401,CHEBI:44401,Lawsone,MAPPED,lawsone,CHEBI,EXACT_MATCH,0,0
CHEBI:88212,CHEBI:88212,lead (II) chloride,MAPPED,lead(II) chloride,CHEBI,EXACT_MATCH,0,0
CHEBI:37187,CHEBI:37187,Lead (II) nitrate,MAPPED,lead nitrate,CHEBI,EXACT_MATCH,0,0
NCIT:C72005,NCIT:C72005,Lemon,MAPPED,Lemon,NCIT,EXACT_MATCH,0,0
CHEBI:31770,CHEBI:31770,Lentilan from mushroom,MAPPED,lentinan,CHEBI,EXACT_MATCH,0,0
