label,match_type,identifier,preferred_term,ontology_id,mapping_status
OADC Enrichment,preferred_term,UNMAPPED_0483,OADC Enrichment,,UNMAPPED
Oat flour B-glucan,preferred_term,FOODON:03301312,Oat flour B-glucan,FOODON:03301312,MAPPED
Oatmeal,preferred_term,NCIT:C29298,Oatmeal,NCIT:C29298,MAPPED
Oatmeal agar,preferred_term,UNMAPPED_0129,Oatmeal agar,,UNMAPPED
Octadec-9-enoic acid,synonym,CHEBI:16196,Oleic acid,CHEBI:16196,MAPPED
Octadecanoic acid,synonym,CHEBI:28842,Stearic acid,CHEBI:28842,MAPPED
"Octadecanoic acid, sodium salt",synonym,CHEBI:132109,Na-stearate,CHEBI:132109,MAPPED
Octadecansaeure,synonym,CHEBI:28842,Stearic acid,CHEBI:28842,MAPPED
octadecoic acid,synonym,CHEBI:28842,Stearic acid,CHEBI:28842,MAPPED
octan-3-one,synonym,CHEBI:80946,3-octanone,CHEBI:80946,MAPPED
octane,preferred_term,CHEBI:17590,octane,CHEBI:17590,MAPPED
octanedioic acid,synonym,CHEBI:9300,Suberic acid,CHEBI:9300,MAPPED
Octanoic acid,preferred_term,CHEBI:28837,Octanoic acid,CHEBI:28837,MAPPED
"Octanoic acid, sodium salt",synonym,CHEBI:132100,Sodium octanoate,CHEBI:132100,MAPPED
octanol,preferred_term,CHEBI:37868,octanol,CHEBI:37868,MAPPED
Oelsaeure,synonym,CHEBI:16196,Oleic acid,CHEBI:16196,MAPPED
Oelsuess,synonym,CHEBI:17754,Glycerol,CHEBI:17754,MAPPED
Oelsuess,synonym,CHEBI:17754,glycerol,CHEBI:17754,REJECTED
Ofloxacin,preferred_term,CHEBI:7731,Ofloxacin,CHEBI:7731,MAPPED
Oktadekansaeure,synonym,CHEBI:28842,Stearic acid,CHEBI:28842,MAPPED
olean-12-en-3beta-ol,synonym,CHEBI:10352,Beta-Amyrin,CHEBI:10352,MAPPED
Oleandomycin,preferred_term,CHEBI:16869,Oleandomycin,CHEBI:16869,MAPPED
Oleic acid,preferred_term,CHEBI:16196,Oleic acid,CHEBI:16196,MAPPED
oleoylglycerol,synonym,CHEBI:75937,Glycerol mono-oleate,CHEBI:75937,MAPPED
omega-aminobutyric acid,synonym,CHEBI:16865,gamma-Aminobutyric acid,CHEBI:16865,MAPPED
Optional ingredient,synonym,CHEBI:15824,D-Fructose,CHEBI:15824,MAPPED
Optional ingredient,synonym,CHEBI:18246,Cellulose,CHEBI:18246,MAPPED
Optional ingredient,synonym,CHEBI:32954,Na-acetate,CHEBI:32954,MAPPED
Optional ingredient,synonym,CHEBI:3311,CaCO3,CHEBI:3311,MAPPED
Optional ingredient (Avicel SIGMA),synonym,CHEBI:18246,Cellulose,CHEBI:18246,MAPPED
Optional ingredient (Lens tissue or MN 301),synonym,CHEBI:18246,Cellulose,CHEBI:18246,MAPPED
Optional ingredient (MN 301),synonym,CHEBI:18246,Cellulose,CHEBI:18246,MAPPED
Optochin,preferred_term,CHEBI:86455,Optochin,CHEBI:86455,MAPPED
Organic Peat,preferred_term,UNMAPPED_0099,Organic Peat,,UNMAPPED
Original amount: (NH4)2HPO4(Fisher A686),synonym,CHEBI:63051,(NH4)2HPO4,CHEBI:63051,MAPPED
Original amount: (NH4)2SO4(Fisher A 702),synonym,CHEBI:62946,(NH4)2SO4,CHEBI:62946,MAPPED
Ornithine,preferred_term,CHEBI:18257,Ornithine,CHEBI:18257,MAPPED
Orotic acid,preferred_term,CHEBI:16742,Orotic acid,CHEBI:16742,MAPPED
"Orotic acid, sodium salt",synonym,CHEBI:132101,Na-orotate,CHEBI:132101,MAPPED
Orotsaeure,synonym,CHEBI:16742,Orotic acid,CHEBI:16742,MAPPED
orthoboric acid,synonym,CHEBI:33118,H3BO3,CHEBI:33118,MAPPED
"Orthophosphoric acid, monopotassium salt",synonym,CHEBI:63036,KH2PO4,CHEBI:63036,MAPPED
Osmitrol,synonym,CHEBI:16899,D-Mannitol,CHEBI:16899,MAPPED
Ossamycin,preferred_term,CHEBI:77735,Ossamycin,CHEBI:77735,MAPPED
Ox-bile,preferred_term,UNMAPPED_0485,Ox-bile,,UNMAPPED
Oxacillin,preferred_term,CHEBI:7809,Oxacillin,CHEBI:7809,MAPPED
Oxacillin sodium salt,preferred_term,CHEBI:52134,Oxacillin sodium salt,CHEBI:52134,MAPPED
Oxalate,preferred_term,CHEBI:132952,Oxalate,CHEBI:132952,MAPPED
Oxalic Acid,preferred_term,CHEBI:16995,Oxalic Acid,CHEBI:16995,MAPPED
"Oxalic acid, diammonium salt",synonym,CHEBI:91241,NH4-oxalate,CHEBI:91241,MAPPED
"Oxalic acid, disodium salt",synonym,CHEBI:132764,Disodium oxalate,CHEBI:132764,MAPPED
oxaloacetate,synonym,CHEBI:30744,Oxaloacetic acid,CHEBI:30744,MAPPED
Oxaloacetic acid,preferred_term,CHEBI:30744,Oxaloacetic acid,CHEBI:30744,MAPPED
Oxamicetin,preferred_term,CHEBI:220394,Oxamicetin,CHEBI:220394,MAPPED
Oxedrine,preferred_term,CHEBI:29081,Oxedrine,CHEBI:29081,MAPPED
Oxgall,preferred_term,UNMAPPED_0486,Oxgall,,UNMAPPED
oxidane,synonym,CHEBI:15377,Distilled water,CHEBI:15377,MAPPED
oxidized L-cysteine,synonym,CHEBI:16283,L-Cystine,CHEBI:16283,MAPPED
oxidodinitrogen(N--N),synonym,CHEBI:17045,nitrous oxide,CHEBI:17045,MAPPED
oxidoperoxidonitrate(1-),synonym,CHEBI:25941,peroxynitrite,CHEBI:25941,MAPPED
Oxoglutaric acid,synonym,CHEBI:30915,alpha-ketoglutaric acid,CHEBI:30915,MAPPED
OXOID Legionella CYE-Agar base,preferred_term,UNMAPPED_0487,OXOID Legionella CYE-Agar base,,UNMAPPED
Oxoid peptone,synonym,MICRO:0000178,Bacto peptone,MICRO:0000178,MAPPED
Oxolinate,preferred_term,CHEBI:59066,Oxolinate,CHEBI:59066,MAPPED
Oxonitine,preferred_term,CHEBI:132646,Oxonitine,CHEBI:132646,MAPPED
Oxosulfatovanadium pentahydrate,synonym,CHEBI:132758,VOSO4 x 5 H2O,CHEBI:132758,MAPPED
oxovanadium(2+) sulfate--water (1/2),synonym,CHEBI:87009,VOSO4 x 2 H2O,CHEBI:87009,MAPPED
oxovanadium(2+) sulfate--water (1/5),synonym,CHEBI:132758,VOSO4 x 5 H2O,CHEBI:132758,MAPPED
Oxybenzene,synonym,CHEBI:15882,Phenol,CHEBI:15882,MAPPED
Oxymatrine,preferred_term,CHEBI:2672,Oxymatrine,CHEBI:2672,MAPPED
Oxytetracycline,preferred_term,CHEBI:27701,Oxytetracycline,CHEBI:27701,MAPPED
Oxytetracycline hydrochloride,preferred_term,CHEBI:31953,Oxytetracycline hydrochloride,CHEBI:31953,MAPPED
p--Aminobenzoic acid,synonym,CHEBI:30753,p-Aminobenzoic acid,CHEBI:30753,MAPPED
p-Amino Benzoic Acid,synonym,CHEBI:30753,p-Aminobenzoic acid,CHEBI:30753,MAPPED
p-Aminobenzoate,synonym,CHEBI:17836,4-Aminobenzoate,CHEBI:17836,MAPPED
p-Aminobenzoesaeure,synonym,CHEBI:30753,p-Aminobenzoic acid,CHEBI:30753,MAPPED
p-Aminobenzoic acid,preferred_term,CHEBI:30753,p-Aminobenzoic acid,CHEBI:30753,MAPPED
p-carboxyaniline,synonym,CHEBI:30753,p-Aminobenzoic acid,CHEBI:30753,MAPPED
p-carboxyphenylamine,synonym,CHEBI:30753,p-Aminobenzoic acid,CHEBI:30753,MAPPED
p-Coumaric acid,preferred_term,CHEBI:32374,p-Coumaric acid,CHEBI:32374,MAPPED
p-Hydroxybenzoate,preferred_term,CHEBI:17879,p-Hydroxybenzoate,CHEBI:17879,MAPPED
P-HYDROXYBENZOIC ACID,synonym,CHEBI:30763,4-Hydroxybenzoic acid,CHEBI:30763,MAPPED
P-II Metal Solution,preferred_term,UNMAPPED_0094,P-II Metal Solution,,UNMAPPED
P-IV Metal Solution,preferred_term,UNMAPPED_0011,P-IV Metal Solution,,UNMAPPED
p-lacto-N-neo-hexaose,preferred_term,cas:64309-00-8,p-lacto-N-neo-hexaose,cas:64309-00-8,MAPPED
p-naphthoquinone,synonym,CHEBI:27418,"1,4-Naphthoquinone",CHEBI:27418,MAPPED
p-salicylic acid,synonym,CHEBI:30763,4-Hydroxybenzoic acid,CHEBI:30763,MAPPED
P.P. factor,synonym,CHEBI:15940,Nicotinic acid,CHEBI:15940,MAPPED
P3HB,synonym,CHEBI:53389,Poly(3-hydroxybutyrate),CHEBI:53389,MAPPED
PABA,synonym,CHEBI:30753,p-Aminobenzoic acid,CHEBI:30753,MAPPED
Paclitaxel,preferred_term,CHEBI:45863,Paclitaxel,CHEBI:45863,MAPPED
Pactamycin,preferred_term,mesh:D010142,Pactamycin,mesh:D010142,MAPPED
Paeonol,preferred_term,CHEBI:69581,Paeonol,CHEBI:69581,MAPPED
Palatinose,preferred_term,CHEBI:18394,Palatinose,CHEBI:18394,MAPPED
palatinose hydrate,preferred_term,cas:343336-76-5,palatinose hydrate,CHEBI:18394,MAPPED
Palladium chloride,synonym,CHEBI:53434,Palladium(II) chloride,CHEBI:53434,MAPPED
Palladium(II) chloride,preferred_term,CHEBI:53434,Palladium(II) chloride,CHEBI:53434,MAPPED
Palmatine,preferred_term,CHEBI:16096,Palmatine,CHEBI:16096,MAPPED
Palmatine chloride,preferred_term,cas:10605-02-4,Palmatine chloride,cas:10605-02-4,MAPPED
Palmitic acid,preferred_term,CHEBI:15756,Palmitic acid,CHEBI:15756,MAPPED
Pamamycin,preferred_term,mesh:C024500,Pamamycin,mesh:C024500,MAPPED
Pancreatic Digest of Casein,synonym,FOODON:03315719,Casein peptone,FOODON:03315719,MAPPED
Pancreatic digest of casein,synonym,MICRO:0000182,Tryptone,MICRO:0000182,MAPPED
Pancreatic Digest of Casein (Hardy C6530),synonym,FOODON:03315719,Casein peptone,FOODON:03315719,MAPPED
Panhematin,synonym,CHEBI:50385,Haemin,CHEBI:50385,MAPPED
Pantothenate,preferred_term,CHEBI:16454,Pantothenate,CHEBI:16454,MAPPED
Pantothenic acid,preferred_term,CHEBI:7916,Pantothenic acid,CHEBI:7916,MAPPED
Para-aminobenzoic acid,synonym,CHEBI:30753,p-Aminobenzoic acid,CHEBI:30753,MAPPED
para-aminosalicylic acid,preferred_term,CHEBI:27565,para-aminosalicylic acid,CHEBI:27565,MAPPED
Parabanic Acid,preferred_term,CHEBI:74661,Parabanic Acid,CHEBI:74661,MAPPED
Parachlorophenylalanine,preferred_term,cas:7424-00-2,Parachlorophenylalanine,CHEBI:110187,MAPPED
Paraquat,synonym,CHEBI:28786,Paraquat dichloride,CHEBI:28786,MAPPED
Paraquat dichloride,preferred_term,CHEBI:28786,Paraquat dichloride,CHEBI:28786,MAPPED
Paresan,synonym,CHEBI:133341,Choline chloride,CHEBI:133341,MAPPED
Paromomycin,preferred_term,CHEBI:7934,Paromomycin,CHEBI:7934,MAPPED
Paromomycin sulfate salt,preferred_term,CHEBI:7935,Paromomycin sulfate salt,CHEBI:7935,MAPPED
Parthenolide,preferred_term,CHEBI:7939,Parthenolide,CHEBI:7939,MAPPED
Pasteurized Seawater,preferred_term,kgmicrobe.ingredient:pasteurized_seawater,Pasteurized Seawater,ENVO:00002149,MAPPED
PBS,preferred_term,UNMAPPED_0184,PBS,,UNMAPPED
PCA,synonym,CHEBI:62412,Phenazine-1-carboxylic acid,CHEBI:62412,MAPPED
PCE,synonym,CHEBI:17300,Tetrachloroethene,CHEBI:17300,MAPPED
Pea,preferred_term,NCIT:C72056,Pea,NCIT:C72056,MAPPED
Pea(add after dH2O),synonym,NCIT:C72056,Pea,NCIT:C72056,MAPPED
Pectic galactan from potato,preferred_term,UNMAPPED_0231,Pectic galactan from potato,,UNMAPPED
pectic substance,synonym,CHEBI:17309,Pectin,CHEBI:17309,MAPPED
Pectin,preferred_term,CHEBI:17309,Pectin,CHEBI:17309,MAPPED
pectina,synonym,CHEBI:17309,Pectin,CHEBI:17309,MAPPED
pectinas,synonym,CHEBI:17309,Pectin,CHEBI:17309,MAPPED
pectine,synonym,CHEBI:17309,Pectin,CHEBI:17309,MAPPED
pectines,synonym,CHEBI:17309,Pectin,CHEBI:17309,MAPPED
pectins,synonym,CHEBI:17309,Pectin,CHEBI:17309,MAPPED
Pediocin,preferred_term,cas:133108-87-9,Pediocin,cas:133108-87-9,MAPPED
Pediocin from Pediococcus acidilactici,synonym,cas:133108-87-9,Pediocin,cas:133108-87-9,MAPPED
Pefloxacin,preferred_term,CHEBI:50199,Pefloxacin,CHEBI:50199,MAPPED
PEG-60 Sorbitan stearate,synonym,CHEBI:53425,Tween 60,CHEBI:53425,MAPPED
Pektin,synonym,CHEBI:17309,Pectin,CHEBI:17309,MAPPED
Pektine,synonym,CHEBI:17309,Pectin,CHEBI:17309,MAPPED
Pelargonic acid,synonym,CHEBI:29019,Nonanoic acid,CHEBI:29019,MAPPED
pellagra preventive factor,synonym,CHEBI:15940,Nicotinic acid,CHEBI:15940,MAPPED
Penicillin,preferred_term,CHEBI:17334,Penicillin,CHEBI:17334,MAPPED
Penicillin g,preferred_term,CHEBI:51765,Penicillin g,CHEBI:51765,MAPPED
penicillins,synonym,CHEBI:17334,Penicillin,CHEBI:17334,MAPPED
Pentachlorophenol,preferred_term,CHEBI:17642,Pentachlorophenol,CHEBI:17642,MAPPED
"PENTANE-1,5-DIAMINE",synonym,CHEBI:18127,Cadaverine,CHEBI:18127,MAPPED
Pentanecarboxylic acid,synonym,CHEBI:30776,Caproic acid,CHEBI:30776,MAPPED
PENTANEDIAL,synonym,CHEBI:64276,Glutaraldehyde,CHEBI:64276,MAPPED
Pentanedioic acid,synonym,CHEBI:17859,Glutaric acid,CHEBI:17859,MAPPED
Pentanoate,synonym,CHEBI:17418,Valeric acid,CHEBI:17418,MAPPED
PENTANOIC ACID,synonym,CHEBI:17418,Valeric acid,CHEBI:17418,MAPPED
Pentasodium tripolyphosphate hexahydrate,preferred_term,cas:15091-98-2,Pentasodium tripolyphosphate hexahydrate,FOODON:03530244,MAPPED
pentiformic acid,synonym,CHEBI:30776,Caproic acid,CHEBI:30776,MAPPED
pentoic acid,synonym,CHEBI:17418,Valeric acid,CHEBI:17418,MAPPED
pentylformic acid,synonym,CHEBI:30776,Caproic acid,CHEBI:30776,MAPPED
Peptic digest of animal tissue,synonym,MICRO:0000180,Proteose Peptone,MICRO:0000180,MAPPED
Peptideglycan(N-acetyl-D-glucosamine),synonym,CHEBI:8006,N-Acetyl-D-glucosamine,CHEBI:8006,MAPPED
Peptone,preferred_term,MICRO:0000178,Peptone,MICRO:0000178,MAPPED
Peptone,synonym,MICRO:0000178,Bacto peptone,MICRO:0000178,MAPPED
peptone,synonym,MICRO:0000178,Bacto peptone,MICRO:0000178,MAPPED
Peptone (0.01 %,synonym,MICRO:0000178,Peptone,MICRO:0000178,MAPPED
Peptone (BBL 11910),synonym,MICRO:0000178,Bacto peptone,MICRO:0000178,MAPPED
Peptone (BD BACTO),synonym,MICRO:0000178,Bacto peptone,MICRO:0000178,MAPPED
Peptone (BD Bacto),synonym,MICRO:0000178,Bacto peptone,MICRO:0000178,MAPPED
Peptone (BD--Difco),synonym,MICRO:0000178,Bacto peptone,MICRO:0000178,MAPPED
Peptone (BD-Difco),synonym,MICRO:0000178,Bacto peptone,MICRO:0000178,MAPPED
Peptone (meat),synonym,MICRO:0000178,Bacto peptone,MICRO:0000178,MAPPED
Peptone (Oxoid),synonym,MICRO:0000178,Bacto peptone,MICRO:0000178,MAPPED
Peptone + Beef Extract + Yeast Extract,preferred_term,UNMAPPED_0765,Peptone + Beef Extract + Yeast Extract,,NEEDS_EXPERT
Peptone + Yeast Extract,preferred_term,UNMAPPED_0717,Peptone + Yeast Extract,,NEEDS_EXPERT
Peptone from casein,synonym,FOODON:03315719,Casein peptone,FOODON:03315719,MAPPED
Peptone from meat,synonym,MICRO:0000178,Bacto peptone,MICRO:0000178,MAPPED
Peptone from meat (pepsin-digested),synonym,MICRO:0000178,Bacto peptone,MICRO:0000178,MAPPED
Peptone from soymeal,synonym,FOODON:03315720,Soy peptone,FOODON:03315720,MAPPED
Peptone mixture,synonym,MICRO:0000178,Bacto peptone,MICRO:0000178,MAPPED
"Peptone, Bacto (BD 211677)",synonym,MICRO:0000178,Bacto peptone,MICRO:0000178,MAPPED
Peptone-yeast Extract-glucose,preferred_term,UNMAPPED_0766,Peptone-yeast Extract-glucose,,NEEDS_EXPERT
Peptones,synonym,MICRO:0000178,Peptone,MICRO:0000178,MAPPED
PERC,synonym,CHEBI:17300,Tetrachloroethene,CHEBI:17300,MAPPED
Perchlorate de sodium,synonym,CHEBI:132103,Sodium perchlorate,CHEBI:132103,MAPPED
"Perchloric acid, sodium salt",synonym,CHEBI:132103,Sodium perchlorate,CHEBI:132103,MAPPED
Perchloroethylene,synonym,CHEBI:17300,Tetrachloroethene,CHEBI:17300,MAPPED
Perillic Acid (-),preferred_term,CHEBI:36999,Perillic Acid (-),CHEBI:36999,MAPPED
Perillyl Alcohol,preferred_term,CHEBI:15420,Perillyl Alcohol,CHEBI:15420,MAPPED
PERK,synonym,CHEBI:17300,Tetrachloroethene,CHEBI:17300,MAPPED
peroxynitrite,preferred_term,CHEBI:25941,peroxynitrite,CHEBI:25941,MAPPED
Peucenin,preferred_term,cas:578-72-3,Peucenin,cas:578-72-3,MAPPED
PGA,synonym,CHEBI:27470,Folic acid,CHEBI:27470,MAPPED
Phenanthrene,preferred_term,CHEBI:28851,Phenanthrene,CHEBI:28851,MAPPED
Phenazine ethosulfate,preferred_term,cas:10510-77-7,Phenazine ethosulfate,cas:10510-77-7,MAPPED
Phenazine methosulfate,preferred_term,CHEBI:8055,Phenazine methosulfate,CHEBI:8055,MAPPED
Phenazine-1-carboxylic acid,preferred_term,CHEBI:62412,Phenazine-1-carboxylic acid,CHEBI:62412,MAPPED
Phenazone,synonym,CHEBI:31225,Antipyrine,CHEBI:31225,MAPPED
phenazonum,synonym,CHEBI:31225,Antipyrine,CHEBI:31225,MAPPED
Phenethylamine Hydrochloride,synonym,CHEBI:18397,2-phenylethylamine,CHEBI:18397,MAPPED
Phenic acid,synonym,CHEBI:15882,Phenol,CHEBI:15882,MAPPED
Phenol,preferred_term,CHEBI:15882,Phenol,CHEBI:15882,MAPPED
Phenol red,preferred_term,CHEBI:31991,Phenol red,CHEBI:31991,MAPPED
Phenolsulfonphthalein,synonym,CHEBI:31991,Phenol red,CHEBI:31991,MAPPED
Phenoxyacetic acid,preferred_term,CHEBI:8075,Phenoxyacetic acid,CHEBI:8075,MAPPED
Phenoxymethylpenicillin,preferred_term,CHEBI:27446,Phenoxymethylpenicillin,CHEBI:27446,MAPPED
Phenyl acetic acid,preferred_term,CHEBI:30745,Phenyl acetic acid,CHEBI:30745,MAPPED
Phenyl propionic acid,preferred_term,CHEBI:28631,Phenyl propionic acid,CHEBI:28631,MAPPED
Phenylacetate,preferred_term,CHEBI:18401,Phenylacetate,CHEBI:18401,MAPPED
phenylacetonitrile,synonym,CHEBI:25979,Benzylcyanide,CHEBI:25979,MAPPED
Phenylalanine,synonym,CHEBI:17295,L-Phenylalanine,CHEBI:17295,MAPPED
Phenylenediamine,preferred_term,CHEBI:51402,Phenylenediamine,CHEBI:51402,MAPPED
Phenylethylamine,preferred_term,CHEBI:50048,Phenylethylamine,CHEBI:50048,MAPPED
PHENYLETHYLENECARBOXYLIC ACID,synonym,CHEBI:35697,trans-Cinnamic acid,CHEBI:35697,MAPPED
Phenylic acid,synonym,CHEBI:15882,Phenol,CHEBI:15882,MAPPED
Phenylic alcohol,synonym,CHEBI:15882,Phenol,CHEBI:15882,MAPPED
phenylmethane,synonym,CHEBI:17578,Toluene,CHEBI:17578,MAPPED
Phleomycin,preferred_term,CHEBI:75044,Phleomycin,CHEBI:75044,MAPPED
Phloretin,preferred_term,CHEBI:17276,Phloretin,CHEBI:17276,MAPPED
Phloridzin,preferred_term,CHEBI:8113,Phloridzin,CHEBI:8113,MAPPED
PhOH,synonym,CHEBI:15882,Phenol,CHEBI:15882,MAPPED
Phoslactomycin,preferred_term,kgmicrobe.compound:phoslactomycin,Phoslactomycin,kgmicrobe.compound:phoslactomycin,MAPPED
Phosphate buffer,preferred_term,NCIT:C29321,Phosphate buffer,NCIT:C29321,MAPPED
Phosphate Buffer Stock Solution,preferred_term,kgmicrobe.ingredient:phosphate_buffer_stock_solution,Phosphate Buffer Stock Solution,NCIT:C29321,MAPPED
Phosphate-buffered saline,synonym,UNMAPPED_0184,PBS,,UNMAPPED
Phosphocholine,preferred_term,CHEBI:18132,Phosphocholine,CHEBI:18132,MAPPED
Phosphomycin disodium salt,preferred_term,cas:26016-99-9,Phosphomycin disodium salt,cas:26016-99-9,MAPPED
Phosphoric acid mono-(4-formyl-5-hydroxy-6-methyl-pyridin-3-ylmethyl) ester,synonym,CHEBI:18405,Pyridoxal phosphate,CHEBI:18405,MAPPED
"phosphoric acid, calcium salt (1:1)",synonym,CHEBI:32596,CaHPO4,CHEBI:32596,MAPPED
"Phosphoric acid, dipotassium salt",synonym,CHEBI:131527,K2HPO4,CHEBI:131527,MAPPED
"Phosphoric acid, monoammonium salt",synonym,CHEBI:62982,NH4H2PO4,CHEBI:62982,MAPPED
"Phosphoric acid, monopotassium salt",synonym,CHEBI:63036,KH2PO4,CHEBI:63036,MAPPED
"phosphoric acid, monosodium salt",synonym,CHEBI:37585,NaH2PO4,CHEBI:37585,MAPPED
"Phosphoric acid, potassium salt (1:1)",synonym,CHEBI:63036,KH2PO4,CHEBI:63036,MAPPED
phosphorous acid,preferred_term,CHEBI:36361,phosphorous acid,CHEBI:36361,MAPPED
Phyllochinon,synonym,CHEBI:18067,Vitamin K1,CHEBI:18067,MAPPED
Phyllochinonum,synonym,CHEBI:18067,Vitamin K1,CHEBI:18067,MAPPED
Phyllomycin,preferred_term,kgmicrobe.compound:phyllomycin,Phyllomycin,kgmicrobe.compound:phyllomycin,MAPPED
PHYLLOQUINONE,synonym,CHEBI:18067,Vitamin K1,CHEBI:18067,MAPPED
Physcion,preferred_term,CHEBI:38167,Physcion,CHEBI:38167,MAPPED
Phytagel,synonym,CHEBI:85248,Gelrite,CHEBI:85248,MAPPED
phytomenadione,synonym,CHEBI:18067,Vitamin K1,CHEBI:18067,MAPPED
phytomenadionum,synonym,CHEBI:18067,Vitamin K1,CHEBI:18067,MAPPED
phytonadione,synonym,CHEBI:18067,Vitamin K1,CHEBI:18067,MAPPED
Phytonadionum,synonym,CHEBI:18067,Vitamin K1,CHEBI:18067,MAPPED
Phytone,preferred_term,FOODON:03315720,Phytone,FOODON:03315720,MAPPED
Phytone peptone,synonym,FOODON:03315720,Soy peptone,FOODON:03315720,MAPPED
Phytone peptone (BD-BBL),synonym,FOODON:03315720,Soy peptone,FOODON:03315720,MAPPED
Phytylmenadione,synonym,CHEBI:18067,Vitamin K1,CHEBI:18067,MAPPED
Picolinic acid,preferred_term,CHEBI:28747,Picolinic acid,CHEBI:28747,MAPPED
Picropodophyllin,preferred_term,CHEBI:75251,Picropodophyllin,CHEBI:75251,MAPPED
Picrotoxinin,preferred_term,CHEBI:8206,Picrotoxinin,CHEBI:8206,MAPPED
Piericidin,preferred_term,kgmicrobe.compound:piericidin,Piericidin,kgmicrobe.compound:piericidin,MAPPED
Pimelic acid,preferred_term,CHEBI:30531,Pimelic acid,CHEBI:30531,MAPPED
Pimpinellin,preferred_term,CHEBI:8213,Pimpinellin,CHEBI:8213,MAPPED
pinene,preferred_term,CHEBI:17187,pinene,CHEBI:17187,MAPPED
Piperacillin,preferred_term,CHEBI:8232,Piperacillin,CHEBI:8232,MAPPED
Piperacillin sodium salt,preferred_term,CHEBI:8233,Piperacillin sodium salt,CHEBI:8233,MAPPED
pipercolic acid,synonym,CHEBI:30913,L-Pipecolic Acid,CHEBI:30913,MAPPED
Piperic acid,preferred_term,cas:5285-18-7,Piperic acid,mesh:C017637,MAPPED
piperidic acid,synonym,CHEBI:16865,gamma-Aminobutyric acid,CHEBI:16865,MAPPED
piperidinic acid,synonym,CHEBI:16865,gamma-Aminobutyric acid,CHEBI:16865,MAPPED
Piperine,preferred_term,CHEBI:28821,Piperine,CHEBI:28821,MAPPED
PIPES,preferred_term,CHEBI:39033,PIPES,CHEBI:39033,MAPPED
PIPES buffer,preferred_term,UNMAPPED_0489,PIPES buffer,,UNMAPPED
PIPES sesquisodium salt,preferred_term,cas:100037-69-2,PIPES sesquisodium salt,cas:100037-69-2,MAPPED
Piplartine,preferred_term,CHEBI:8241,Piplartine,CHEBI:8241,MAPPED
piridossina,synonym,CHEBI:16709,Pyridoxine,CHEBI:16709,MAPPED
Plain flour,preferred_term,UNMAPPED_0490,Plain flour,,UNMAPPED
Planctomyces_artificial_seawater,preferred_term,UNMAPPED_0291,Planctomyces_artificial_seawater,,UNMAPPED
Planctomyces_mineral_salts,preferred_term,UNMAPPED_0279,Planctomyces_mineral_salts,,UNMAPPED
Planctomyces_trace_element_solution,preferred_term,UNMAPPED_0310,Planctomyces_trace_element_solution,,UNMAPPED
Planctomyces_vitamin_mix,preferred_term,UNMAPPED_0265,Planctomyces_vitamin_mix,,UNMAPPED
Plastic,preferred_term,ENVO:06105101,Plastic,ENVO:06105101,MAPPED
platinum (IV) chloride,preferred_term,cas:13454-96-1,platinum (IV) chloride,cas:13454-96-1,MAPPED
Plicacetin,preferred_term,mesh:C000633628,Plicacetin,mesh:C000633628,MAPPED
PLP,synonym,CHEBI:18405,Pyridoxal phosphate,CHEBI:18405,MAPPED
Plumbagin,preferred_term,CHEBI:8273,Plumbagin,CHEBI:8273,MAPPED
Plumbemycin A,preferred_term,mesh:C096638,Plumbemycin A,mesh:C096638,MAPPED
Plumbemycin B,preferred_term,mesh:C096639,Plumbemycin B,mesh:C096639,MAPPED
Pluramycin A,preferred_term,kgmicrobe.compound:pluramycin_a,Pluramycin A,mesh:C003169,MAPPED
Polar lipid fraction,preferred_term,UNMAPPED_0491,Polar lipid fraction,,UNMAPPED
poliglusam,synonym,CHEBI:16261,Chitosan,CHEBI:16261,MAPPED
Poly hexamethylene carbonate,preferred_term,UNMAPPED_0492,Poly hexamethylene carbonate,,UNMAPPED
Poly L Lysine Polymer,synonym,CHEBI:61490,poly(L-lysine) polymer,CHEBI:61490,MAPPED
Poly L Lysine Polymer,preferred_term,CHEBI:61490,Poly L Lysine Polymer,CHEBI:61490,REJECTED
"Poly(1,4-alpha-D-galacturonide)",synonym,CHEBI:17309,Pectin,CHEBI:17309,MAPPED
poly(3-hydroxy butyrate),synonym,CHEBI:53389,Poly(3-hydroxybutyrate),CHEBI:53389,MAPPED
Poly(3-hydroxybutyrate),preferred_term,CHEBI:53389,Poly(3-hydroxybutyrate),CHEBI:53389,MAPPED
Poly(3-hydroxybutyric acid),preferred_term,cas:29435-48-1,Poly(3-hydroxybutyric acid),CHEBI:20067,MAPPED
Poly(ethylene Terephthalate),preferred_term,CHEBI:53259,Poly(ethylene Terephthalate),CHEBI:53259,MAPPED
poly(L-lysine),synonym,CHEBI:61490,poly(L-lysine) polymer,CHEBI:61490,MAPPED
poly(L-lysine),synonym,CHEBI:61490,Poly L Lysine Polymer,CHEBI:61490,REJECTED
poly(L-lysine) polymer,preferred_term,CHEBI:61490,poly(L-lysine) polymer,CHEBI:61490,MAPPED
poly(L-lysine) polymer,synonym,CHEBI:61490,Poly L Lysine Polymer,CHEBI:61490,REJECTED
poly-3-hydroxy butyrate,synonym,CHEBI:53389,Poly(3-hydroxybutyrate),CHEBI:53389,MAPPED
poly-3-hydroxybutyrate,synonym,CHEBI:53389,Poly(3-hydroxybutyrate),CHEBI:53389,MAPPED
