placeholder_curie	category	label	source_columns	occurrences
kgmicrobe.trait:lysine	biolink:PhenotypicQuality	lysine	BacDive_Metabolite_production|BacDive_Metabolite_utilization	285
kgmicrobe.trait:lincomycin	biolink:PhenotypicQuality	lincomycin	BacDive_Antibiotic_resistance|BacDive_Antibiotic_sensitivity	281
kgmicrobe.trait:7	biolink:PhenotypicQuality	7	BacDive_Cell_length|BacDive_Colony_size|BacDive_Salt_concentration|BacDive_Temperature_for_growth|BacDive_pH_for_growth	280
kgmicrobe.trait:gentiobiose	biolink:PhenotypicQuality	gentiobiose	BacDive_Metabolite_utilization	279
kgmicrobe.trait:field	biolink:PhenotypicQuality	#Field	BacDive_Isolation_category_3	275
kgmicrobe.trait:succinate	biolink:PhenotypicQuality	succinate	BacDive_Metabolite_production|BacDive_Metabolite_utilization	273
kgmicrobe.trait:polymyxin_b	biolink:PhenotypicQuality	polymyxin b	BacDive_Antibiotic_resistance|BacDive_Antibiotic_sensitivity	272
kgmicrobe.trait:starch	biolink:PhenotypicQuality	starch	BacDive_Metabolite_production|BacDive_Metabolite_utilization	271
kgmicrobe.trait:arthropoda	biolink:PhenotypicQuality	#Arthropoda	BacDive_Isolation_category_2	270
kgmicrobe.trait:carbenicillin	biolink:PhenotypicQuality	carbenicillin	BacDive_Antibiotic_resistance|BacDive_Antibiotic_sensitivity	269
kgmicrobe.trait:salicin	biolink:PhenotypicQuality	salicin	BacDive_Metabolite_utilization	265
kgmicrobe.trait:forest	biolink:PhenotypicQuality	#Forest	BacDive_Isolation_category_3	259
kgmicrobe.trait:formate	biolink:PhenotypicQuality	formate	BacDive_Metabolite_production|BacDive_Metabolite_utilization	257
kgmicrobe.trait:contamination	biolink:PhenotypicQuality	#Contamination	BacDive_Isolation_category_2	256
kgmicrobe.trait:2_oxoglutarate	biolink:PhenotypicQuality	2-oxoglutarate	BacDive_Metabolite_utilization	255
kgmicrobe.trait:built_environment	biolink:PhenotypicQuality	#Built environment	BacDive_Isolation_category_2	251
kgmicrobe.trait:vancomycin	biolink:PhenotypicQuality	vancomycin	BacDive_Antibiotic_resistance|BacDive_Antibiotic_sensitivity|BacDive_Metabolite_production	251
kgmicrobe.trait:0_9	biolink:PhenotypicQuality	0.9	BacDive_Cell_length|BacDive_Cell_width|BacDive_Colony_size|BacDive_Salt_concentration	249
kgmicrobe.trait:25_41	biolink:PhenotypicQuality	25-41	BacDive_Temperature_for_growth	243
kgmicrobe.trait:alanine_arylamidase	biolink:PhenotypicQuality	alanine arylamidase	BacDive_Enzyme_activity	243
kgmicrobe.trait:root_rhizome	biolink:PhenotypicQuality	#Root (Rhizome)	BacDive_Isolation_category_3	242
kgmicrobe.trait:monotrichous	biolink:PhenotypicQuality	monotrichous	BacDive_Flagellum_arrangement	234
kgmicrobe.trait:alcohol_dehydrogenase	biolink:PhenotypicQuality	alcohol dehydrogenase	BacDive_Enzyme_activity	232
kgmicrobe.trait:tween_20	biolink:PhenotypicQuality	tween 20	BacDive_Metabolite_production|BacDive_Metabolite_utilization	232
kgmicrobe.trait:disease	biolink:PhenotypicQuality	#Disease	BacDive_Isolation_category_2	231
kgmicrobe.trait:lysine_decarboxylase	biolink:PhenotypicQuality	lysine decarboxylase	BacDive_Enzyme_activity	231
kgmicrobe.trait:10_40	biolink:PhenotypicQuality	10-40	BacDive_Cell_length|BacDive_Temperature_for_growth	227
kgmicrobe.trait:oval_shaped	biolink:PhenotypicQuality	oval-shaped	BacDive_Cell_shape	224
kgmicrobe.trait:tween_40	biolink:PhenotypicQuality	tween 40	BacDive_Metabolite_utilization	223
kgmicrobe.trait:25_30	biolink:PhenotypicQuality	25-30	BacDive_Temperature_for_growth	222
kgmicrobe.trait:10_30	biolink:PhenotypicQuality	10-30	BacDive_Salt_concentration|BacDive_Temperature_for_growth	221
kgmicrobe.trait:2_3	biolink:PhenotypicQuality	2-3	BacDive_Cell_length|BacDive_Colony_size|BacDive_Salt_concentration	220
kgmicrobe.trait:geologic	biolink:PhenotypicQuality	#Geologic	BacDive_Isolation_category_3	220
kgmicrobe.trait:peritrichous	biolink:PhenotypicQuality	peritrichous	BacDive_Flagellum_arrangement	220
kgmicrobe.trait:3_5	biolink:PhenotypicQuality	3-5	BacDive_Cell_length|BacDive_Colony_size|BacDive_Salt_concentration|BacDive_pH_for_growth	218
kgmicrobe.trait:ciprofloxacin	biolink:PhenotypicQuality	ciprofloxacin	BacDive_Antibiotic_resistance|BacDive_Antibiotic_sensitivity	218
kgmicrobe.trait:ethanol	biolink:PhenotypicQuality	ethanol	BacDive_Metabolite_production|BacDive_Metabolite_utilization	218
kgmicrobe.trait:ornithine_decarboxylase	biolink:PhenotypicQuality	ornithine decarboxylase	BacDive_Enzyme_activity	218
kgmicrobe.pathway:methylotrophy	biolink:BiologicalProcess	methylotrophy	faprotax:type_of_metabolism	217
kgmicrobe.trait:06_09	biolink:PhenotypicQuality	06-09	BacDive_pH_for_growth	216
kgmicrobe.trait:alpha_cyclodextrin	biolink:PhenotypicQuality	alpha-cyclodextrin	BacDive_Metabolite_utilization	216
kgmicrobe.trait:20_37	biolink:PhenotypicQuality	20-37	BacDive_Temperature_for_growth	215
kgmicrobe.trait:15_40	biolink:PhenotypicQuality	15-40	BacDive_Temperature_for_growth	212
kgmicrobe.trait:6_0_9_0	biolink:PhenotypicQuality	6.0-9.0	BacDive_pH_for_growth	211
kgmicrobe.trait:0_75	biolink:PhenotypicQuality	0.75	BacDive_Cell_length|BacDive_Cell_width|BacDive_Salt_concentration	210
kgmicrobe.trait:biodegradation	biolink:PhenotypicQuality	#Biodegradation	BacDive_Isolation_category_2	210
kgmicrobe.trait:sorbitol	biolink:PhenotypicQuality	sorbitol	BacDive_Metabolite_utilization	210
kgmicrobe.trait:pond_small	biolink:PhenotypicQuality	#Pond (small)	BacDive_Isolation_category_3	208
kgmicrobe.trait:acetoacetate	biolink:PhenotypicQuality	acetoacetate	BacDive_Metabolite_utilization	206
kgmicrobe.trait:propionate	biolink:PhenotypicQuality	propionate	BacDive_Metabolite_production|BacDive_Metabolite_utilization	205
kgmicrobe.trait:river_creek	biolink:PhenotypicQuality	#River (Creek)	BacDive_Isolation_category_3	204
kgmicrobe.trait:anoxic_anaerobic	biolink:PhenotypicQuality	#Anoxic (anaerobic)	BacDive_Isolation_category_2	202
kgmicrobe.trait:insecta	biolink:PhenotypicQuality	#Insecta	BacDive_Isolation_category_3	202
kgmicrobe.trait:penicillin	biolink:PhenotypicQuality	penicillin	BacDive_Antibiotic_resistance|BacDive_Antibiotic_sensitivity	201
kgmicrobe.pathway:xylanolysis	biolink:BiologicalProcess	xylanolysis	faprotax:type_of_metabolism	200
kgmicrobe.trait:bovinae_cow	biolink:PhenotypicQuality	#Bovinae (Cow	BacDive_Isolation_category_3	200
kgmicrobe.trait:cattle	biolink:PhenotypicQuality	Cattle)	BacDive_Isolation_category_3	200
kgmicrobe.trait:d_fucose	biolink:PhenotypicQuality	D-fucose	BacDive_Metabolite_utilization	200
kgmicrobe.trait:tidal_flat	biolink:PhenotypicQuality	#Tidal flat	BacDive_Isolation_category_3	199
kgmicrobe.trait:15_30	biolink:PhenotypicQuality	15-30	BacDive_Salt_concentration|BacDive_Temperature_for_growth	196
kgmicrobe.trait:alkaline	biolink:PhenotypicQuality	#Alkaline	BacDive_Isolation_category_2	195
kgmicrobe.trait:0_3_0_5	biolink:PhenotypicQuality	0.3-0.5	BacDive_Cell_length|BacDive_Cell_width|BacDive_Colony_size|BacDive_Salt_concentration	193
kgmicrobe.trait:55	biolink:PhenotypicQuality	55	BacDive_Temperature_for_growth	193
kgmicrobe.trait:0_4_0_6	biolink:PhenotypicQuality	0.4-0.6	BacDive_Cell_length|BacDive_Cell_width|BacDive_Colony_size	192
kgmicrobe.trait:amikacin	biolink:PhenotypicQuality	Amikacin	BacDive_Antibiotic_resistance|BacDive_Antibiotic_sensitivity	192
kgmicrobe.trait:coast	biolink:PhenotypicQuality	#Coast	BacDive_Isolation_category_3	192
kgmicrobe.trait:5_days	biolink:PhenotypicQuality	5 days	BacDive_Incubation_period	191
kgmicrobe.trait:shrub_scrub	biolink:PhenotypicQuality	#Shrub (Scrub)	BacDive_Isolation_category_3	191
kgmicrobe.trait:6_5	biolink:PhenotypicQuality	6.5	BacDive_Cell_length|BacDive_Salt_concentration|BacDive_pH_for_growth	190
kgmicrobe.trait:obligate_anaerobe	biolink:PhenotypicQuality	obligate anaerobe	BacDive_Oxygen_tolerance	188
kgmicrobe.trait:pyrazinamidase	biolink:PhenotypicQuality	pyrazinamidase	BacDive_Enzyme_activity	188
kgmicrobe.trait:d_tagatose	biolink:PhenotypicQuality	D-tagatose	BacDive_Metabolite_utilization	185
kgmicrobe.trait:wastewater	biolink:PhenotypicQuality	#Wastewater	BacDive_Isolation_category_3	184
kgmicrobe.trait:0_5_1_0	biolink:PhenotypicQuality	0.5-1.0	BacDive_Cell_length|BacDive_Cell_width|BacDive_Colony_size|BacDive_Salt_concentration	182
kgmicrobe.trait:10_45	biolink:PhenotypicQuality	10-45	BacDive_Temperature_for_growth	179
kgmicrobe.trait:pyrrolidonyl_arylamidase	biolink:PhenotypicQuality	pyrrolidonyl arylamidase	BacDive_Enzyme_activity	178
kgmicrobe.pathway:sulfur_respiration	biolink:BiologicalProcess	sulfur_respiration	faprotax:type_of_metabolism	177
kgmicrobe.trait:proline	biolink:PhenotypicQuality	proline	BacDive_Metabolite_production|BacDive_Metabolite_utilization	175
kgmicrobe.trait:tryptophan_deaminase	biolink:PhenotypicQuality	tryptophan deaminase	BacDive_Enzyme_activity	175
kgmicrobe.trait:0_4_0_5	biolink:PhenotypicQuality	0.4-0.5	BacDive_Cell_length|BacDive_Cell_width|BacDive_Colony_size	172
kgmicrobe.trait:1_0_2_0	biolink:PhenotypicQuality	1.0-2.0	BacDive_Cell_length|BacDive_Cell_width|BacDive_Colony_size|BacDive_Salt_concentration	171
kgmicrobe.pathway:intracellular_parasites	biolink:BiologicalProcess	intracellular_parasites	faprotax:type_of_metabolism	169
kgmicrobe.trait:06_08	biolink:PhenotypicQuality	06-08	BacDive_pH_for_growth	169
kgmicrobe.trait:0_5_0_7	biolink:PhenotypicQuality	0.5-0.7	BacDive_Cell_length|BacDive_Cell_width|BacDive_Colony_size|BacDive_Salt_concentration	169
kgmicrobe.trait:15_45	biolink:PhenotypicQuality	15-45	BacDive_Temperature_for_growth	169
kgmicrobe.trait:histidine	biolink:PhenotypicQuality	histidine	BacDive_Metabolite_utilization	169
kgmicrobe.trait:birds	biolink:PhenotypicQuality	#Birds	BacDive_Isolation_category_2	168
kgmicrobe.trait:6_0_8_0	biolink:PhenotypicQuality	6.0-8.0	BacDive_Salt_concentration|BacDive_pH_for_growth	167
kgmicrobe.trait:fishes	biolink:PhenotypicQuality	#Fishes	BacDive_Isolation_category_2	167
kgmicrobe.trait:sandy	biolink:PhenotypicQuality	#Sandy	BacDive_Isolation_category_3	167
kgmicrobe.trait:1_3	biolink:PhenotypicQuality	1-3	BacDive_Cell_length|BacDive_Cell_width|BacDive_Colony_size|BacDive_Salt_concentration|BacDive_pH_for_growth	166
kgmicrobe.trait:bromosuccinate	biolink:PhenotypicQuality	bromosuccinate	BacDive_Metabolite_utilization	165
kgmicrobe.trait:lecithinase	biolink:PhenotypicQuality	lecithinase	BacDive_Enzyme_activity	165
kgmicrobe.trait:2_oxopentanoate	biolink:PhenotypicQuality	2-oxopentanoate	BacDive_Metabolite_utilization	164
kgmicrobe.trait:esculin_ferric_citrate	biolink:PhenotypicQuality	esculin ferric citrate	BacDive_Metabolite_production|BacDive_Metabolite_utilization	164
kgmicrobe.trait:22	biolink:PhenotypicQuality	22	BacDive_Cell_length|BacDive_Temperature_for_growth	163
kgmicrobe.trait:0_45	biolink:PhenotypicQuality	0.45	BacDive_Cell_length|BacDive_Cell_width|BacDive_Salt_concentration|BacDive_Temperature_for_growth	160
kgmicrobe.trait:15	biolink:PhenotypicQuality	15	BacDive_Cell_length|BacDive_Salt_concentration|BacDive_Temperature_for_growth	160
kgmicrobe.trait:50	biolink:PhenotypicQuality	50	BacDive_Cell_length|BacDive_Salt_concentration|BacDive_Temperature_for_growth	160
kgmicrobe.trait:activated_sludge	biolink:PhenotypicQuality	#Activated sludge	BacDive_Isolation_category_3	160
kgmicrobe.trait:0_5_0_8	biolink:PhenotypicQuality	0.5-0.8	BacDive_Cell_length|BacDive_Cell_width|BacDive_Colony_size	159
kgmicrobe.trait:6_9	biolink:PhenotypicQuality	6-9	BacDive_Temperature_for_growth|BacDive_pH_for_growth	159
kgmicrobe.trait:d_lyxose	biolink:PhenotypicQuality	D-lyxose	BacDive_Metabolite_utilization	159
kgmicrobe.trait:05_09	biolink:PhenotypicQuality	05-09	BacDive_Salt_concentration|BacDive_pH_for_growth	158
kgmicrobe.trait:blood	biolink:PhenotypicQuality	#Blood	BacDive_Isolation_category_3	158
kgmicrobe.trait:fermented	biolink:PhenotypicQuality	#Fermented	BacDive_Isolation_category_3	158
kgmicrobe.trait:glycine	biolink:PhenotypicQuality	glycine	BacDive_Metabolite_utilization	156
kgmicrobe.trait:l_glutamate	biolink:PhenotypicQuality	L-glutamate	BacDive_Metabolite_production|BacDive_Metabolite_utilization	156
kgmicrobe.trait:suidae_pig	biolink:PhenotypicQuality	#Suidae (Pig	BacDive_Isolation_category_3	156
kgmicrobe.trait:swine	biolink:PhenotypicQuality	Swine)	BacDive_Isolation_category_3	156
kgmicrobe.trait:hydrothermal_vent	biolink:PhenotypicQuality	#Hydrothermal vent	BacDive_Isolation_category_3	155
kgmicrobe.trait:laboratory	biolink:PhenotypicQuality	#Laboratory	BacDive_Isolation_category_2	154
kgmicrobe.pathway:cellulolysis	biolink:BiologicalProcess	cellulolysis	faprotax:type_of_metabolism	152
kgmicrobe.trait:20_40	biolink:PhenotypicQuality	20-40	BacDive_Temperature_for_growth	152
kgmicrobe.trait:2_dehydro_d_gluconate	biolink:PhenotypicQuality	2-dehydro-D-gluconate	BacDive_Metabolite_production|BacDive_Metabolite_utilization	152
kgmicrobe.pathway:mammal_gut	biolink:BiologicalProcess	mammal_gut	faprotax:type_of_metabolism	151
kgmicrobe.trait:l_arginine_arylamidase	biolink:PhenotypicQuality	L-arginine arylamidase	BacDive_Enzyme_activity	151
kgmicrobe.pathway:human_gut	biolink:BiologicalProcess	human_gut	faprotax:type_of_metabolism	150
kgmicrobe.trait:0_5_1	biolink:PhenotypicQuality	0.5-1	BacDive_Cell_length|BacDive_Cell_width|BacDive_Colony_size|BacDive_Salt_concentration	150
kgmicrobe.trait:0_6_0_8	biolink:PhenotypicQuality	0.6-0.8	BacDive_Cell_length|BacDive_Cell_width|BacDive_Colony_size	150
kgmicrobe.trait:2_hydroxybutyrate	biolink:PhenotypicQuality	2-hydroxybutyrate	BacDive_Metabolite_utilization	150
kgmicrobe.trait:algae	biolink:PhenotypicQuality	#Algae	BacDive_Isolation_category_2	150
kgmicrobe.trait:leucyl_glycin_arylamidase	biolink:PhenotypicQuality	leucyl glycin arylamidase	BacDive_Enzyme_activity	150
kgmicrobe.trait:45	biolink:PhenotypicQuality	45	BacDive_Temperature_for_growth	149
kgmicrobe.trait:2_oxobutanoate	biolink:PhenotypicQuality	2-oxobutanoate	BacDive_Metabolite_utilization	146
kgmicrobe.trait:l_alanine	biolink:PhenotypicQuality	L-alanine	BacDive_Metabolite_utilization	146
kgmicrobe.pathway:plant_pathogen	biolink:BiologicalProcess	plant_pathogen	faprotax:type_of_metabolism	145
kgmicrobe.trait:tryptophan	biolink:PhenotypicQuality	tryptophan	BacDive_Metabolite_production|BacDive_Metabolite_utilization	145
kgmicrobe.pathway:hydrogenotrophic_methanogenesis	biolink:BiologicalProcess	hydrogenotrophic_methanogenesis	faprotax:type_of_metabolism	144
kgmicrobe.trait:0_65	biolink:PhenotypicQuality	0.65	BacDive_Cell_length|BacDive_Cell_width	144
kgmicrobe.trait:climate	biolink:PhenotypicQuality	#Climate	BacDive_Isolation_category_1	144
kgmicrobe.trait:microbial_community	biolink:PhenotypicQuality	#Microbial community	BacDive_Isolation_category_2	144
kgmicrobe.trait:d_gluconate	biolink:PhenotypicQuality	D-gluconate	BacDive_Metabolite_production|BacDive_Metabolite_utilization	143
kgmicrobe.trait:05_10	biolink:PhenotypicQuality	05-10	BacDive_Cell_length|BacDive_Salt_concentration|BacDive_pH_for_growth	141
kgmicrobe.trait:sterilized_plant_part	biolink:PhenotypicQuality	#Sterilized plant part	BacDive_Isolation_category_3	141
kgmicrobe.pathway:methanogenesis_by_co2_reduction_with_h2	biolink:BiologicalProcess	methanogenesis_by_CO2_reduction_with_H2	faprotax:type_of_metabolism	140
kgmicrobe.pathway:nitrite_respiration	biolink:BiologicalProcess	nitrite_respiration	faprotax:type_of_metabolism	140
kgmicrobe.trait:l_arabitol	biolink:PhenotypicQuality	L-arabitol	BacDive_Metabolite_utilization	139
kgmicrobe.trait:0_5_0_6	biolink:PhenotypicQuality	0.5-0.6	BacDive_Cell_length|BacDive_Cell_width	138
kgmicrobe.trait:bacitracin	biolink:PhenotypicQuality	bacitracin	BacDive_Antibiotic_resistance|BacDive_Antibiotic_sensitivity	138
kgmicrobe.trait:surface_water	biolink:PhenotypicQuality	#Surface water	BacDive_Isolation_category_3	138
kgmicrobe.trait:6_8	biolink:PhenotypicQuality	6-8	BacDive_Salt_concentration|BacDive_pH_for_growth	137
kgmicrobe.trait:dna	biolink:PhenotypicQuality	dna	BacDive_Metabolite_utilization	137
kgmicrobe.trait:lipase	biolink:PhenotypicQuality	lipase	BacDive_Enzyme_activity	137
kgmicrobe.pathway:dark_oxidation_of_sulfur_compounds	biolink:BiologicalProcess	dark_oxidation_of_sulfur_compounds	faprotax:type_of_metabolism	136
kgmicrobe.trait:root_nodule	biolink:PhenotypicQuality	#Root nodule	BacDive_Isolation_category_3	136
kgmicrobe.trait:22_37	biolink:PhenotypicQuality	22-37	BacDive_Temperature_for_growth	135
kgmicrobe.trait:d_galacturonic_acid	biolink:PhenotypicQuality	D-galacturonic acid	BacDive_Metabolite_utilization	135
kgmicrobe.trait:1_25	biolink:PhenotypicQuality	1.25	BacDive_Cell_length|BacDive_Cell_width|BacDive_Salt_concentration|BacDive_Temperature_for_growth	134
kgmicrobe.trait:25_45	biolink:PhenotypicQuality	25-45	BacDive_Temperature_for_growth	134
kgmicrobe.trait:5_0_9_0	biolink:PhenotypicQuality	5.0-9.0	BacDive_pH_for_growth	133
kgmicrobe.trait:5_30	biolink:PhenotypicQuality	5-30	BacDive_Temperature_for_growth	133
kgmicrobe.trait:amoxicillin	biolink:PhenotypicQuality	amoxicillin	BacDive_Antibiotic_resistance|BacDive_Antibiotic_sensitivity	133
kgmicrobe.trait:urogenital_tract	biolink:PhenotypicQuality	#Urogenital tract	BacDive_Isolation_category_2	133
kgmicrobe.trait:inflammation	biolink:PhenotypicQuality	#Inflammation	BacDive_Isolation_category_2	131
kgmicrobe.trait:malonate	biolink:PhenotypicQuality	malonate	BacDive_Metabolite_utilization	131
kgmicrobe.trait:tween_esterase	biolink:PhenotypicQuality	tween esterase	BacDive_Enzyme_activity	131
kgmicrobe.trait:0_0_5	biolink:PhenotypicQuality	0-0.5	BacDive_Salt_concentration	130
kgmicrobe.trait:26	biolink:PhenotypicQuality	26	BacDive_Salt_concentration|BacDive_Temperature_for_growth	130
kgmicrobe.trait:alanyl_phenylalanyl_proline_arylamidase	biolink:PhenotypicQuality	Alanyl-Phenylalanyl-Proline arylamidase	BacDive_Enzyme_activity	130
kgmicrobe.trait:engineered_product	biolink:PhenotypicQuality	#Engineered product	BacDive_Isolation_category_3	130
kgmicrobe.trait:mine	biolink:PhenotypicQuality	#Mine	BacDive_Isolation_category_3	130
kgmicrobe.trait:0_35	biolink:PhenotypicQuality	0.35	BacDive_Cell_length|BacDive_Cell_width|BacDive_Salt_concentration|BacDive_Temperature_for_growth	129
kgmicrobe.trait:10_41	biolink:PhenotypicQuality	10-41	BacDive_Temperature_for_growth	129
kgmicrobe.trait:leucine	biolink:PhenotypicQuality	leucine	BacDive_Metabolite_production|BacDive_Metabolite_utilization	129
kgmicrobe.trait:06_10	biolink:PhenotypicQuality	06-10	BacDive_Salt_concentration|BacDive_pH_for_growth	128
kgmicrobe.trait:2_4	biolink:PhenotypicQuality	2-4	BacDive_Cell_length|BacDive_Cell_width|BacDive_Colony_size|BacDive_Salt_concentration	127
kgmicrobe.trait:mollusca	biolink:PhenotypicQuality	#Mollusca	BacDive_Isolation_category_3	127
kgmicrobe.trait:4_days	biolink:PhenotypicQuality	4 days	BacDive_Incubation_period	126
kgmicrobe.trait:alpha_lactose	biolink:PhenotypicQuality	alpha-lactose	BacDive_Metabolite_utilization	126
kgmicrobe.trait:composting	biolink:PhenotypicQuality	#Composting	BacDive_Isolation_category_3	126
kgmicrobe.trait:proline_arylamidase	biolink:PhenotypicQuality	proline-arylamidase	BacDive_Enzyme_activity	126
kgmicrobe.pathway:methanol_oxidation	biolink:BiologicalProcess	methanol_oxidation	faprotax:type_of_metabolism	125
kgmicrobe.trait:04_37	biolink:PhenotypicQuality	04-37	BacDive_Temperature_for_growth	125
kgmicrobe.trait:leaf_phyllosphere	biolink:PhenotypicQuality	#Leaf (Phyllosphere)	BacDive_Isolation_category_3	123
kgmicrobe.trait:s_lactate	biolink:PhenotypicQuality	(S)-lactate	BacDive_Metabolite_production|BacDive_Metabolite_utilization	123
